================================================================================
XAUBOT AI — #17 Liquidity Sweep Backtest
Mode: FILTER | CV: relaxed (0.003) | Lookback: 30
================================================================================
Generated: 2026-02-07 17:38:39
Period: 2025-08-01 to 2026-02-07

--- SWEEP STATS ---
  BSL Sweeps Detected:    2577
  SSL Sweeps Detected:    1989
  Sweep-Confirmed Trades: 649
  Sweep-Blocked Trades:   261

--- PERFORMANCE ---
  Total Trades:    649
  Wins:            462
  Losses:          187
  Win Rate:        71.2%
  Net PnL:         $1,251.66
  Profit Factor:   1.39
  Max Drawdown:    5.4% ($300.84)
  Avg Win:         $9.67
  Avg Loss:        $17.19
  Expectancy:      $1.93
  Sharpe Ratio:    1.83

--- ENTRY SOURCE BREAKDOWN ---
  SWEEP+SMC   : 649 trades,  71.2% WR, $1,251.66
  SMC         :   0 trades,   0.0% WR, $    0.00

--- EXIT REASONS ---
  breakeven_exit      :  228 ( 35.1%)
  trailing_sl         :  165 ( 25.4%)
  early_cut           :   93 ( 14.3%)
  trend_reversal      :   49 (  7.6%)
  take_profit         :   37 (  5.7%)
  timeout             :   20 (  3.1%)
  max_loss            :   15 (  2.3%)
  weekend_close       :   11 (  1.7%)
  smart_tp            :   11 (  1.7%)
  peak_protect        :   10 (  1.5%)
  market_signal       :   10 (  1.5%)

--- DIRECTION ---
  BUY: 383 trades, 71.5% WR, $672.84
  SELL: 266 trades, 70.7% WR, $578.81

--- TRADE LOG ---
   #       Entry Time  Dir      Entry       Exit   P/L($) Result        Exit Reason Sweep     Source
------------------------------------------------------------------------------------------------------------------------
 217 2025-10-06 23:15  BUY    3959.47    3969.97    10.50    WIN     breakeven_exit   SSL  SWEEP+SMC
 218 2025-10-07 04:00  BUY    3961.58    3963.58     2.00    WIN        trailing_sl   SSL  SWEEP+SMC
 219 2025-10-07 08:30  BUY    3961.20    3963.20     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 220 2025-10-07 11:30 SELL    3952.43    3960.70   -16.54   LOSS          early_cut   BSL  SWEEP+SMC
 221 2025-10-07 15:15  BUY    3965.61    3980.28    29.34    WIN        trailing_sl   SSL  SWEEP+SMC
 222 2025-10-07 18:45 SELL    3965.92    3976.97   -22.10   LOSS          early_cut   BSL  SWEEP+SMC
 223 2025-10-08 01:00  BUY    3988.32    3995.31     6.99    WIN        trailing_sl   SSL  SWEEP+SMC
 224 2025-10-08 06:00  BUY    4013.27    4030.26    16.99    WIN        trailing_sl   SSL  SWEEP+SMC
 225 2025-10-08 11:00  BUY    4036.55    4046.08    19.06    WIN        trailing_sl   SSL  SWEEP+SMC
 226 2025-10-08 19:15  BUY    4055.42    4042.36   -26.12   LOSS          early_cut   SSL  SWEEP+SMC
 227 2025-10-09 01:00 SELL    4025.41    4016.91     8.50    WIN        trailing_sl   BSL  SWEEP+SMC
 228 2025-10-09 05:15 SELL    4013.12    4028.16   -15.04   LOSS          early_cut   BSL  SWEEP+SMC
 229 2025-10-09 09:00  BUY    4037.52    4025.88   -23.28   LOSS          early_cut   SSL  SWEEP+SMC
 230 2025-10-09 12:15  BUY    4038.31    4041.16     2.85    WIN     breakeven_exit   SSL  SWEEP+SMC
 231 2025-10-09 16:30  BUY    4031.02    4017.13   -27.78   LOSS           max_loss   SSL  SWEEP+SMC
 232 2025-10-09 19:15 SELL    4012.11    3986.23    51.76    WIN           smart_tp   BSL  SWEEP+SMC
 233 2025-10-09 23:30 SELL    3974.44    3971.42     3.02    WIN     breakeven_exit   BSL  SWEEP+SMC
 234 2025-10-10 03:45  BUY    3990.78    3974.21   -16.57   LOSS          early_cut   SSL  SWEEP+SMC
 235 2025-10-10 07:00 SELL    3947.74    3966.09   -18.35   LOSS          early_cut   BSL  SWEEP+SMC
 236 2025-10-10 11:15  BUY    3986.63    3997.45    10.82    WIN        trailing_sl   SSL  SWEEP+SMC
 237 2025-10-10 17:30  BUY    3982.14    4006.04    23.90    WIN        trailing_sl   SSL  SWEEP+SMC
 238 2025-10-10 20:45  BUY    3989.63    4000.86    22.46    WIN        trailing_sl   SSL  SWEEP+SMC
 239 2025-10-13 01:00  BUY    4021.68    4036.82    15.14    WIN        trailing_sl   SSL  SWEEP+SMC
 240 2025-10-13 04:00  BUY    4043.99    4047.03     3.04    WIN        trailing_sl   SSL  SWEEP+SMC
 241 2025-10-13 07:15  BUY    4056.42    4072.34    15.92    WIN        trailing_sl   SSL  SWEEP+SMC
 242 2025-10-13 11:15  BUY    4073.57    4075.57     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 243 2025-10-13 14:30  BUY    4077.04    4080.49     6.90    WIN     breakeven_exit   SSL  SWEEP+SMC
 244 2025-10-13 18:00  BUY    4096.69    4112.54    31.70    WIN        trailing_sl   SSL  SWEEP+SMC
 245 2025-10-13 23:15  BUY    4110.49    4125.20    14.71    WIN        trailing_sl   SSL  SWEEP+SMC
 246 2025-10-14 05:30  BUY    4147.18    4163.13    15.95    WIN      market_signal   SSL  SWEEP+SMC
 247 2025-10-14 09:30 SELL    4098.82    4112.07   -26.50   LOSS           max_loss   BSL  SWEEP+SMC
 248 2025-10-14 12:15 SELL    4139.61    4130.04    19.14    WIN     breakeven_exit   BSL  SWEEP+SMC
 249 2025-10-14 15:45 SELL    4106.34    4126.69   -40.70   LOSS          early_cut   BSL  SWEEP+SMC
 250 2025-10-14 20:00  BUY    4145.14    4147.14     4.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 251 2025-10-15 01:15  BUY    4151.95    4162.13    10.18    WIN        trailing_sl   SSL  SWEEP+SMC
 252 2025-10-15 05:30  BUY    4171.41    4180.38     8.97    WIN        trailing_sl   SSL  SWEEP+SMC
 253 2025-10-15 08:45  BUY    4185.64    4188.71     3.07    WIN     breakeven_exit   SSL  SWEEP+SMC
 254 2025-10-15 11:45  BUY    4208.04    4192.60   -15.44   LOSS          early_cut   SSL  SWEEP+SMC
 255 2025-10-15 15:15  BUY    4181.31    4183.31     2.00    WIN        trailing_sl   SSL  SWEEP+SMC
 256 2025-10-15 18:15  BUY    4201.43    4207.89     6.46    WIN     breakeven_exit   SSL  SWEEP+SMC
 257 2025-10-16 03:15  BUY    4222.91    4227.58     4.67    WIN        trailing_sl   SSL  SWEEP+SMC
 258 2025-10-16 07:15  BUY    4237.91    4211.33   -26.58   LOSS          early_cut   SSL  SWEEP+SMC
 259 2025-10-16 11:30  BUY    4232.15    4223.00   -18.30   LOSS          early_cut   SSL  SWEEP+SMC
 260 2025-10-16 14:45  BUY    4240.38    4242.38     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 261 2025-10-16 17:45  BUY    4263.14    4268.67    11.06    WIN        trailing_sl   SSL  SWEEP+SMC
 262 2025-10-16 23:00  BUY    4316.43    4326.00     9.57    WIN        trailing_sl   SSL  SWEEP+SMC
 263 2025-10-17 03:30  BUY    4367.05    4333.77   -33.28   LOSS          early_cut   SSL  SWEEP+SMC
 264 2025-10-17 07:30  BUY    4360.42    4373.23    12.81    WIN        trailing_sl   SSL  SWEEP+SMC
 265 2025-10-17 10:45 SELL    4342.25    4336.89    10.72    WIN     breakeven_exit   BSL  SWEEP+SMC
 266 2025-10-17 14:00 SELL    4319.15    4310.39    17.52    WIN        trailing_sl   BSL  SWEEP+SMC
 267 2025-10-17 17:15 SELL    4240.63    4238.63     2.00    WIN        trailing_sl   BSL  SWEEP+SMC
 268 2025-10-17 23:00 SELL    4232.04    4259.10   -27.06   LOSS          early_cut   BSL  SWEEP+SMC
 269 2025-10-20 07:00  BUY    4261.62    4263.62     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 270 2025-10-20 10:30 SELL    4259.16    4257.16     4.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 271 2025-10-20 14:45  BUY    4279.10    4320.09    81.98    WIN           smart_tp   SSL  SWEEP+SMC
 272 2025-10-20 18:00  BUY    4346.12    4348.12     4.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 273 2025-10-21 01:15  BUY    4371.48    4350.00   -21.48   LOSS          early_cut   SSL  SWEEP+SMC
 274 2025-10-21 06:45 SELL    4346.35    4342.42     3.93    WIN     breakeven_exit   BSL  SWEEP+SMC
 275 2025-10-21 10:30 SELL    4300.85    4244.65   112.40    WIN           smart_tp   BSL  SWEEP+SMC
 276 2025-10-21 13:30 SELL    4260.15    4256.68     3.47    WIN     breakeven_exit   BSL  SWEEP+SMC
 277 2025-10-21 23:00 SELL    4120.53    4118.53     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 278 2025-10-22 04:45 SELL    4086.87    4115.15   -28.28   LOSS           max_loss   BSL  SWEEP+SMC
 279 2025-10-22 08:00  BUY    4141.17    4156.18    15.01    WIN        trailing_sl   SSL  SWEEP+SMC
 280 2025-10-22 12:15 SELL    4075.16    4065.73    18.86    WIN        trailing_sl   BSL  SWEEP+SMC
 281 2025-10-23 05:15  BUY    4081.00    4092.17    11.17    WIN        trailing_sl   SSL  SWEEP+SMC
 282 2025-10-23 09:00  BUY    4129.85    4113.36   -32.98   LOSS          early_cut   SSL  SWEEP+SMC
 283 2025-10-23 12:15  BUY    4121.84    4110.04   -23.60   LOSS          early_cut   SSL  SWEEP+SMC
 284 2025-10-23 15:45  BUY    4127.21    4131.83     4.62    WIN        trailing_sl   SSL  SWEEP+SMC
 285 2025-10-23 20:15  BUY    4129.38    4134.58     5.20    WIN        trailing_sl   SSL  SWEEP+SMC
 286 2025-10-23 23:30 SELL    4114.82    4112.82     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 287 2025-10-24 04:30  BUY    4125.70    4109.38   -16.32   LOSS          early_cut   SSL  SWEEP+SMC
 288 2025-10-24 08:15  BUY    4112.45    4083.35   -29.10   LOSS          early_cut   SSL  SWEEP+SMC
 289 2025-10-24 11:30 SELL    4056.23    4082.95   -26.72   LOSS          early_cut   BSL  SWEEP+SMC
 290 2025-10-24 18:00  BUY    4118.77    4123.72     4.95    WIN        trailing_sl   SSL  SWEEP+SMC
 291 2025-10-24 23:00 SELL    4100.07    4108.53    -8.46   LOSS      weekend_close   BSL  SWEEP+SMC
 292 2025-10-27 02:00 SELL    4069.12    4090.02   -20.90   LOSS          early_cut   BSL  SWEEP+SMC
 293 2025-10-27 05:30 SELL    4080.23    4054.32    25.91    WIN        take_profit   BSL  SWEEP+SMC
 294 2025-10-27 08:30  BUY    4079.87    4058.27   -21.60   LOSS          early_cut   SSL  SWEEP+SMC
 295 2025-10-27 13:00 SELL    4030.28    4023.34    13.88    WIN        trailing_sl   BSL  SWEEP+SMC
 296 2025-10-27 16:15 SELL    3998.64    3996.64     4.00    WIN        trailing_sl   BSL  SWEEP+SMC
 297 2025-10-28 00:00 SELL    3985.16    4000.56   -15.40   LOSS          early_cut   BSL  SWEEP+SMC
 298 2025-10-28 04:00  BUY    4005.08    3983.68   -21.40   LOSS          early_cut   SSL  SWEEP+SMC
 299 2025-10-28 07:15 SELL    3975.14    3963.31    11.83    WIN        trailing_sl   BSL  SWEEP+SMC
 300 2025-10-28 10:15 SELL    3914.54    3908.37     6.17    WIN        trailing_sl   BSL  SWEEP+SMC
 301 2025-10-28 16:00  BUY    3938.90    3946.68    15.56    WIN        trailing_sl   SSL  SWEEP+SMC
 302 2025-10-28 19:00  BUY    3969.41    3951.76   -17.65   LOSS          early_cut   SSL  SWEEP+SMC
 303 2025-10-29 00:15 SELL    3946.31    3936.73     9.58    WIN     breakeven_exit   BSL  SWEEP+SMC
 304 2025-10-29 03:30  BUY    3967.32    3970.48     3.16    WIN     breakeven_exit   SSL  SWEEP+SMC
 305 2025-10-29 06:45  BUY    3951.68    3953.68     2.00    WIN        trailing_sl   SSL  SWEEP+SMC
 306 2025-10-29 09:45  BUY    4001.29    4004.04     5.50    WIN        trailing_sl   SSL  SWEEP+SMC
 307 2025-10-29 14:30  BUY    4025.93    4006.53   -19.40   LOSS          early_cut   SSL  SWEEP+SMC
 308 2025-10-29 18:00 SELL    3997.14    3995.14     4.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 309 2025-10-30 00:00 SELL    3937.86    3956.29   -18.43   LOSS          early_cut   BSL  SWEEP+SMC
 310 2025-10-30 04:30 SELL    3936.77    3925.02    11.75    WIN        trailing_sl   BSL  SWEEP+SMC
 311 2025-10-30 07:45  BUY    3963.24    3973.88    10.64    WIN        trailing_sl   SSL  SWEEP+SMC
 312 2025-10-30 11:45  BUY    3998.67    3982.22   -32.90   LOSS          early_cut   SSL  SWEEP+SMC
 313 2025-10-30 15:00 SELL    3975.23    3972.51     5.44    WIN     breakeven_exit   BSL  SWEEP+SMC
 314 2025-10-30 18:00  BUY    3994.99    3999.56     9.14    WIN        trailing_sl   SSL  SWEEP+SMC
 315 2025-10-31 00:00  BUY    4021.83    4034.65    12.82    WIN        trailing_sl   SSL  SWEEP+SMC
 316 2025-10-31 03:30  BUY    4023.93    4002.91   -21.02   LOSS          early_cut   SSL  SWEEP+SMC
 317 2025-10-31 07:15 SELL    4001.87    4023.06   -21.19   LOSS          early_cut   BSL  SWEEP+SMC
 318 2025-10-31 11:45 SELL    4008.27    4029.32   -21.05   LOSS          early_cut   BSL  SWEEP+SMC
 319 2025-10-31 18:00 SELL    3978.77    3998.47   -19.70   LOSS          early_cut   BSL  SWEEP+SMC
 320 2025-11-03 01:15 SELL    3994.53    3981.90    12.63    WIN        trailing_sl   BSL  SWEEP+SMC
 321 2025-11-03 04:30 SELL    4001.46    4014.57   -13.11   LOSS     trend_reversal   BSL  SWEEP+SMC
 322 2025-11-03 10:00  BUY    4021.56    3997.08   -24.48   LOSS          early_cut   SSL  SWEEP+SMC
 323 2025-11-03 17:30 SELL    4021.13    4011.61     9.52    WIN        trailing_sl   BSL  SWEEP+SMC
 324 2025-11-03 20:45 SELL    4006.38    4003.65     2.73    WIN     breakeven_exit   BSL  SWEEP+SMC
 325 2025-11-04 01:15 SELL    3995.59    3982.75    12.84    WIN        trailing_sl   BSL  SWEEP+SMC
 326 2025-11-04 05:15 SELL    3992.74    3990.74     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 327 2025-11-04 09:00 SELL    3986.82    3999.73   -25.82   LOSS          early_cut   BSL  SWEEP+SMC
 328 2025-11-04 14:45 SELL    3984.74    3961.02    47.43    WIN        take_profit   BSL  SWEEP+SMC
 329 2025-11-04 18:45 SELL    3968.85    3962.21    13.28    WIN        trailing_sl   BSL  SWEEP+SMC
 330 2025-11-04 23:00 SELL    3934.27    3932.27     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 331 2025-11-05 07:30  BUY    3969.72    3978.99     9.27    WIN        trailing_sl   SSL  SWEEP+SMC
 332 2025-11-05 13:00 SELL    3960.78    3963.16    -4.76   LOSS       peak_protect   BSL  SWEEP+SMC
 333 2025-11-05 16:15 SELL    3983.71    3967.44    32.54    WIN        take_profit   BSL  SWEEP+SMC
 334 2025-11-05 19:30  BUY    3983.02    3985.02     4.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 335 2025-11-06 02:00  BUY    3974.93    3980.34     5.41    WIN        trailing_sl   SSL  SWEEP+SMC
 336 2025-11-06 07:30  BUY    3987.74    4008.98    21.24    WIN      market_signal   SSL  SWEEP+SMC
 337 2025-11-06 13:30  BUY    4015.77    4005.15   -21.24   LOSS          early_cut   SSL  SWEEP+SMC
 338 2025-11-06 17:15 SELL    3986.60    3981.32    10.56    WIN        trailing_sl   BSL  SWEEP+SMC
 339 2025-11-06 23:00 SELL    3981.34    3979.34     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 340 2025-11-07 03:45  BUY    4001.52    3994.88    -6.64   LOSS            timeout   SSL  SWEEP+SMC
 341 2025-11-07 10:30  BUY    4005.75    4007.75     4.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 342 2025-11-07 14:15  BUY    3998.28    4000.28     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 343 2025-11-07 18:45  BUY    4007.77    4002.99    -9.56   LOSS      weekend_close   SSL  SWEEP+SMC
 344 2025-11-10 01:15  BUY    4008.28    4013.32     5.04    WIN        trailing_sl   SSL  SWEEP+SMC
 345 2025-11-10 05:45  BUY    4050.34    4053.07     2.73    WIN     breakeven_exit   SSL  SWEEP+SMC
 346 2025-11-10 08:45  BUY    4075.04    4077.04     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 347 2025-11-10 13:00  BUY    4077.85    4092.14    14.29    WIN        take_profit   SSL  SWEEP+SMC
 348 2025-11-10 16:45  BUY    4083.48    4086.15     2.67    WIN     breakeven_exit   SSL  SWEEP+SMC
 349 2025-11-10 20:15  BUY    4114.07    4116.33     4.52    WIN        trailing_sl   SSL  SWEEP+SMC
 350 2025-11-11 03:45  BUY    4136.14    4142.93     6.79    WIN      market_signal   SSL  SWEEP+SMC
 351 2025-11-11 08:30 SELL    4129.15    4143.69   -14.54   LOSS     trend_reversal   BSL  SWEEP+SMC
 352 2025-11-11 13:45 SELL    4142.68    4140.68     4.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 353 2025-11-11 16:45 SELL    4125.24    4101.46    47.56    WIN           smart_tp   BSL  SWEEP+SMC
 354 2025-11-11 19:45 SELL    4114.27    4112.27     4.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 355 2025-11-11 23:00  BUY    4130.30    4140.35    10.05    WIN        trailing_sl   SSL  SWEEP+SMC
 356 2025-11-12 07:45  BUY    4104.51    4118.74    14.23    WIN        take_profit   SSL  SWEEP+SMC
 357 2025-11-12 11:00  BUY    4128.40    4120.61   -15.58   LOSS          early_cut   SSL  SWEEP+SMC
 358 2025-11-12 14:45  BUY    4130.02    4132.02     4.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 359 2025-11-12 19:00  BUY    4198.63    4200.63     4.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 360 2025-11-12 23:00  BUY    4192.70    4195.68     2.98    WIN     breakeven_exit   SSL  SWEEP+SMC
 361 2025-11-13 03:45 SELL    4192.27    4190.27     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 362 2025-11-13 07:00  BUY    4217.33    4234.31    16.98    WIN        trailing_sl   SSL  SWEEP+SMC
 363 2025-11-13 13:45  BUY    4230.55    4232.55     4.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 364 2025-11-13 16:45 SELL    4195.28    4209.82   -29.08   LOSS          early_cut   BSL  SWEEP+SMC
 365 2025-11-13 20:30 SELL    4155.70    4169.65   -27.90   LOSS          early_cut   BSL  SWEEP+SMC
 366 2025-11-14 02:15 SELL    4188.19    4186.19     2.00    WIN        trailing_sl   BSL  SWEEP+SMC
 367 2025-11-14 05:30  BUY    4207.07    4189.46   -17.61   LOSS          early_cut   SSL  SWEEP+SMC
 368 2025-11-14 09:30 SELL    4173.87    4168.35    11.04    WIN        trailing_sl   BSL  SWEEP+SMC
 369 2025-11-14 14:45 SELL    4115.93    4085.94    59.98    WIN           smart_tp   BSL  SWEEP+SMC
 370 2025-11-14 17:45 SELL    4093.32    4086.89     6.43    WIN     breakeven_exit   BSL  SWEEP+SMC
 371 2025-11-17 01:15 SELL    4103.53    4087.95    15.58    WIN        trailing_sl   BSL  SWEEP+SMC
 372 2025-11-17 05:00 SELL    4079.97    4060.27    19.70    WIN        trailing_sl   BSL  SWEEP+SMC
 373 2025-11-17 10:30 SELL    4077.64    4086.14   -17.00   LOSS          early_cut   BSL  SWEEP+SMC
 374 2025-11-17 14:00 SELL    4078.35    4068.18    20.34    WIN     breakeven_exit   BSL  SWEEP+SMC
 375 2025-11-17 18:30 SELL    4068.69    4063.50     5.19    WIN        trailing_sl   BSL  SWEEP+SMC
 376 2025-11-17 23:45 SELL    4044.69    4040.22     4.47    WIN        trailing_sl   BSL  SWEEP+SMC
 377 2025-11-18 04:30 SELL    4029.80    4015.69    14.11    WIN        trailing_sl   BSL  SWEEP+SMC
 378 2025-11-18 08:00 SELL    4012.48    4010.48     2.00    WIN        trailing_sl   BSL  SWEEP+SMC
 379 2025-11-18 12:15  BUY    4038.32    4045.38    14.12    WIN        trailing_sl   SSL  SWEEP+SMC
 380 2025-11-18 17:00  BUY    4059.46    4061.75     4.58    WIN     breakeven_exit   SSL  SWEEP+SMC
 381 2025-11-18 20:15  BUY    4065.65    4076.44    10.79    WIN        trailing_sl   SSL  SWEEP+SMC
 382 2025-11-18 23:45  BUY    4066.95    4068.95     2.00    WIN        trailing_sl   SSL  SWEEP+SMC
 383 2025-11-19 04:15 SELL    4064.26    4078.99   -14.73   LOSS     trend_reversal   BSL  SWEEP+SMC
 384 2025-11-19 09:45  BUY    4086.72    4088.72     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 385 2025-11-19 13:45  BUY    4112.82    4114.82     4.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 386 2025-11-19 17:15  BUY    4116.27    4096.42   -39.70   LOSS           max_loss   SSL  SWEEP+SMC
 387 2025-11-19 20:15 SELL    4081.67    4074.72     6.95    WIN        trailing_sl   BSL  SWEEP+SMC
 388 2025-11-20 01:45  BUY    4104.44    4081.17   -23.27   LOSS          early_cut   SSL  SWEEP+SMC
 389 2025-11-20 06:30 SELL    4076.43    4070.05     6.38    WIN        trailing_sl   BSL  SWEEP+SMC
 390 2025-11-20 10:15 SELL    4045.80    4063.34   -35.08   LOSS           max_loss   BSL  SWEEP+SMC
 391 2025-11-20 13:15 SELL    4056.45    4072.56   -32.22   LOSS          early_cut   BSL  SWEEP+SMC
 392 2025-11-20 16:30  BUY    4088.73    4090.73     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 393 2025-11-20 19:30 SELL    4052.29    4066.02   -27.46   LOSS           max_loss   BSL  SWEEP+SMC
 394 2025-11-20 23:00 SELL    4077.01    4067.36     9.65    WIN        trailing_sl   BSL  SWEEP+SMC
 395 2025-11-21 05:45  BUY    4056.02    4058.02     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 396 2025-11-21 09:00 SELL    4032.28    4042.59   -20.62   LOSS          early_cut   BSL  SWEEP+SMC
 397 2025-11-21 13:15 SELL    4039.29    4044.13    -9.68   LOSS       peak_protect   BSL  SWEEP+SMC
 398 2025-11-21 16:30  BUY    4063.49    4068.53     5.04    WIN        trailing_sl   SSL  SWEEP+SMC
 399 2025-11-21 19:30  BUY    4083.27    4087.34     8.14    WIN     breakeven_exit   SSL  SWEEP+SMC
 400 2025-11-24 01:15 SELL    4070.55    4064.98     5.57    WIN     breakeven_exit   BSL  SWEEP+SMC
 401 2025-11-24 05:00 SELL    4046.51    4056.66   -10.15   LOSS     trend_reversal   BSL  SWEEP+SMC
 402 2025-11-24 11:30  BUY    4070.10    4070.22     0.24    WIN       peak_protect   SSL  SWEEP+SMC
 403 2025-11-24 15:15  BUY    4080.37    4089.22    17.70    WIN        trailing_sl   SSL  SWEEP+SMC
 404 2025-11-24 20:00  BUY    4090.00    4122.60    32.60    WIN        take_profit   SSL  SWEEP+SMC
 405 2025-11-24 23:15  BUY    4132.22    4136.08     3.86    WIN     breakeven_exit   SSL  SWEEP+SMC
 406 2025-11-25 03:30  BUY    4136.41    4153.63    17.22    WIN        take_profit   SSL  SWEEP+SMC
 407 2025-11-25 09:15 SELL    4136.98    4134.98     4.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 408 2025-11-25 12:45 SELL    4131.32    4120.03    11.29    WIN     breakeven_exit   BSL  SWEEP+SMC
 409 2025-11-25 17:15  BUY    4127.81    4122.88    -9.86   LOSS       peak_protect   SSL  SWEEP+SMC
 410 2025-11-25 20:15  BUY    4142.51    4129.79   -25.44   LOSS          early_cut   SSL  SWEEP+SMC
 411 2025-11-25 23:45  BUY    4130.79    4138.53     7.74    WIN        trailing_sl   SSL  SWEEP+SMC
 412 2025-11-26 05:15  BUY    4163.97    4157.30    -6.67   LOSS     trend_reversal   SSL  SWEEP+SMC
 413 2025-11-26 10:30 SELL    4157.94    4171.00   -26.12   LOSS          early_cut   BSL  SWEEP+SMC
 414 2025-11-26 16:00 SELL    4147.27    4144.83     2.44    WIN     breakeven_exit   BSL  SWEEP+SMC
 415 2025-11-26 20:45 SELL    4164.61    4164.38     0.23    WIN            timeout   BSL  SWEEP+SMC
 416 2025-11-27 04:15 SELL    4152.69    4148.46     4.23    WIN     breakeven_exit   BSL  SWEEP+SMC
 417 2025-11-27 07:45 SELL    4147.09    4163.34   -16.25   LOSS     trend_reversal   BSL  SWEEP+SMC
 418 2025-11-27 13:15 SELL    4158.78    4156.78     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 419 2025-11-27 17:30 SELL    4159.63    4157.20     4.86    WIN     breakeven_exit   BSL  SWEEP+SMC
 420 2025-11-28 02:00  BUY    4167.60    4183.24    15.64    WIN        trailing_sl   SSL  SWEEP+SMC
 421 2025-11-28 05:45  BUY    4184.26    4186.26     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 422 2025-11-28 09:30  BUY    4179.11    4163.49   -31.24   LOSS          early_cut   SSL  SWEEP+SMC
 423 2025-11-28 15:30 SELL    4173.99    4196.45   -22.46   LOSS          early_cut   BSL  SWEEP+SMC
 424 2025-11-28 18:45  BUY    4206.15    4213.80     7.65    WIN        trailing_sl   SSL  SWEEP+SMC
 425 2025-12-01 02:45  BUY    4230.55    4235.36     4.81    WIN        trailing_sl   SSL  SWEEP+SMC
 426 2025-12-01 06:00  BUY    4238.58    4242.38     3.80    WIN     breakeven_exit   SSL  SWEEP+SMC
 427 2025-12-01 09:45 SELL    4245.25    4255.46   -10.21   LOSS     trend_reversal   BSL  SWEEP+SMC
 428 2025-12-01 15:30  BUY    4261.87    4225.04   -36.83   LOSS          early_cut   SSL  SWEEP+SMC
 429 2025-12-01 19:00  BUY    4229.89    4235.87     5.98    WIN     breakeven_exit   SSL  SWEEP+SMC
 430 2025-12-02 01:45 SELL    4227.26    4201.34    25.92    WIN        take_profit   BSL  SWEEP+SMC
 431 2025-12-02 05:45 SELL    4216.61    4208.36     8.25    WIN        trailing_sl   BSL  SWEEP+SMC
 432 2025-12-02 11:15 SELL    4194.52    4192.52     4.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 433 2025-12-02 16:30  BUY    4217.88    4187.82   -60.12   LOSS          early_cut   SSL  SWEEP+SMC
 434 2025-12-02 19:45 SELL    4193.73    4190.17     7.12    WIN     breakeven_exit   BSL  SWEEP+SMC
 435 2025-12-02 23:30 SELL    4210.09    4208.09     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 436 2025-12-03 03:45  BUY    4214.30    4220.76     6.46    WIN        trailing_sl   SSL  SWEEP+SMC
 437 2025-12-03 06:45  BUY    4222.16    4207.07   -15.09   LOSS          early_cut   SSL  SWEEP+SMC
 438 2025-12-03 10:00 SELL    4206.66    4198.20    16.92    WIN     breakeven_exit   BSL  SWEEP+SMC
 439 2025-12-03 14:45  BUY    4213.25    4217.27     8.04    WIN        trailing_sl   SSL  SWEEP+SMC
 440 2025-12-03 18:15  BUY    4218.83    4201.64   -17.19   LOSS          early_cut   SSL  SWEEP+SMC
 441 2025-12-03 23:00 SELL    4209.79    4206.36     3.43    WIN     breakeven_exit   BSL  SWEEP+SMC
 442 2025-12-04 03:30  BUY    4214.56    4192.94   -21.62   LOSS          early_cut   SSL  SWEEP+SMC
 443 2025-12-04 07:30 SELL    4183.90    4181.90     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 444 2025-12-04 11:45  BUY    4199.72    4199.07    -1.30   LOSS       peak_protect   SSL  SWEEP+SMC
 445 2025-12-04 15:45  BUY    4198.15    4205.05    13.80    WIN     breakeven_exit   SSL  SWEEP+SMC
 446 2025-12-04 19:00  BUY    4211.15    4213.35     4.40    WIN     breakeven_exit   SSL  SWEEP+SMC
