Ticket,Entry Time,Exit Time,Direction,Entry Price,Exit Price,Profit USD,Profit Pips,Result,Exit Reason,Fuzzy Conf,Trajectory Pred,Peak Profit,Regime,Session
1000149,2025-11-20 14:00:00,2025-11-20 15:30:00,BUY,4072.56,4080.45,7.89,78.9,WIN,fuzzy_exit,1.000,0.00,17.60,ranging,NY Early
1000150,2025-11-20 21:00:00,2025-11-20 22:00:00,BUY,4069.15,4077.07,7.92,79.2,WIN,fuzzy_exit,1.000,0.00,15.43,ranging,Sydney-Tokyo (TEST MODE)
1000151,2025-11-21 01:15:00,2025-11-21 05:15:00,BUY,4081.0,4052.45,-28.55,-285.5,LOSS,max_loss,0.000,0.00,6.10,ranging,Sydney-Tokyo (TEST MODE)
1000152,2025-11-21 06:30:00,2025-11-21 07:15:00,BUY,4050.48,4052.89,2.41,24.1,WIN,fuzzy_exit,1.000,0.00,5.34,ranging,Tokyo-London Transition
1000153,2025-11-21 08:30:00,2025-11-21 10:45:00,BUY,4035.83,4040.96,5.13,51.3,WIN,fuzzy_exit,1.000,0.00,7.64,ranging,London (Prime)
1000154,2025-11-21 12:15:00,2025-11-21 13:30:00,BUY,4032.57,4036.44,3.87,38.7,WIN,fuzzy_exit,1.000,0.00,7.79,ranging,London (Prime)
1000155,2025-11-21 18:30:00,2025-11-21 19:15:00,BUY,4079.3,4081.41,2.11,21.1,WIN,fuzzy_exit,0.800,0.00,20.54,ranging,Sydney-Tokyo (TEST MODE)
1000156,2025-11-21 22:00:00,2025-11-24 03:00:00,BUY,4080.87,4054.72,-26.15,-261.5,LOSS,max_loss,0.000,0.00,0.00,ranging,Sydney-Tokyo (TEST MODE)
1000157,2025-11-24 05:00:00,2025-11-24 05:45:00,BUY,4046.51,4049.98,3.47,34.7,WIN,fuzzy_exit,1.000,0.00,9.48,ranging,Tokyo-London Transition
1000158,2025-11-24 09:30:00,2025-11-24 11:15:00,BUY,4063.78,4068.58,4.80,48.0,WIN,fuzzy_exit,1.000,0.00,8.14,ranging,London (Prime)
1000159,2025-11-24 12:45:00,2025-11-24 14:00:00,BUY,4063.89,4068.66,4.77,47.7,WIN,fuzzy_exit,0.900,0.00,6.40,ranging,London (Prime)
1000160,2025-11-24 18:30:00,2025-11-24 20:45:00,BUY,4097.77,4119.109526911966,21.34,213.4,WIN,take_profit,0.000,0.00,21.34,ranging,Sydney-Tokyo (TEST MODE)
1000161,2025-11-24 22:30:00,2025-11-24 23:00:00,BUY,4131.18,4131.77,0.59,5.9,WIN,fuzzy_exit,0.800,0.00,1.20,ranging,Sydney-Tokyo (TEST MODE)
1000162,2025-11-25 01:45:00,2025-11-25 04:45:00,BUY,4143.37,4150.51,7.14,71.4,WIN,fuzzy_exit,0.900,8.47,8.47,ranging,Sydney-Tokyo (TEST MODE)
1000163,2025-11-25 06:45:00,2025-11-25 08:00:00,BUY,4140.4,4147.11,6.71,67.1,WIN,fuzzy_exit,1.000,0.00,10.49,ranging,Tokyo-London Transition
1000164,2025-11-25 09:15:00,2025-11-25 16:00:00,BUY,4136.98,4142.55,5.57,55.7,WIN,fuzzy_exit,1.000,10.59,10.59,ranging,London (Prime)
1000165,2025-11-25 18:00:00,2025-11-25 18:45:00,BUY,4131.16,4136.24,5.08,50.8,WIN,fuzzy_exit,1.000,0.00,9.18,ranging,Sydney-Tokyo (TEST MODE)
1000166,2025-11-25 20:30:00,2025-11-26 02:30:00,BUY,4139.2,4139.39,0.19,1.9,WIN,fuzzy_exit,1.000,2.33,2.33,ranging,Sydney-Tokyo (TEST MODE)
1000167,2025-11-26 06:00:00,2025-11-26 07:30:00,BUY,4161.54,4162.51,0.97,9.7,WIN,fuzzy_exit,1.000,0.00,5.15,ranging,Tokyo-London Transition
1000168,2025-11-26 09:30:00,2025-11-26 10:30:00,BUY,4155.09,4157.94,2.85,28.5,WIN,fuzzy_exit,1.000,0.00,11.55,ranging,London (Prime)
1000169,2025-11-26 13:30:00,2025-11-26 16:15:00,BUY,4171.0,4141.83,-29.17,-291.7,LOSS,max_loss,0.000,0.00,0.31,ranging,NY Early
1000170,2025-11-27 03:15:00,2025-11-27 08:30:00,BUY,4153.41,4153.64,0.23,2.3,WIN,fuzzy_exit,1.000,3.31,3.31,ranging,Tokyo-London Transition
1000171,2025-11-27 15:30:00,2025-11-27 16:15:00,BUY,4155.98,4157.03,1.05,10.5,WIN,fuzzy_exit,1.000,0.00,2.29,ranging,Late NY (TEST MODE)
1000172,2025-11-28 05:30:00,2025-11-28 07:30:00,BUY,4183.16,4184.78,1.62,16.2,WIN,fuzzy_exit,0.800,0.00,5.01,ranging,Tokyo-London Transition
1000173,2025-11-28 09:00:00,2025-11-28 10:30:00,BUY,4185.08,4158.65,-26.43,-264.3,LOSS,max_loss,0.000,0.00,0.00,ranging,London (Prime)
1000174,2025-11-28 14:15:00,2025-11-28 16:15:00,BUY,4174.1,4197.358870395987,23.26,232.6,WIN,take_profit,0.000,0.00,23.26,ranging,NY Early
1000175,2025-11-28 19:45:00,2025-12-01 01:00:00,BUY,4216.8,4216.86,0.06,0.6,WIN,fuzzy_exit,1.000,0.00,4.50,ranging,Sydney-Tokyo (TEST MODE)
1000176,2025-12-01 03:15:00,2025-12-01 04:00:00,BUY,4238.36,4248.07,9.71,97.1,WIN,fuzzy_exit,1.000,0.00,16.77,ranging,Tokyo-London Transition
1000177,2025-12-01 07:00:00,2025-12-01 10:30:00,BUY,4232.35,4242.3,9.95,99.5,WIN,fuzzy_exit,1.000,17.14,18.39,ranging,London (Prime)
1000178,2025-12-01 12:00:00,2025-12-01 16:30:00,BUY,4258.63,4225.04,-33.59,-335.9,LOSS,max_loss,0.000,0.00,3.24,ranging,London (Prime)
1000179,2025-12-02 01:30:00,2025-12-02 03:00:00,BUY,4230.62,4204.84,-25.78,-257.8,LOSS,max_loss,0.000,0.00,0.00,ranging,Sydney-Tokyo (TEST MODE)
1000180,2025-12-02 04:15:00,2025-12-02 05:15:00,BUY,4216.88,4222.52,5.64,56.4,WIN,fuzzy_exit,0.900,0.00,6.94,ranging,Tokyo-London Transition
1000181,2025-12-02 09:30:00,2025-12-02 10:30:00,BUY,4211.38,4212.29,0.91,9.1,WIN,fuzzy_exit,1.000,0.00,3.11,ranging,London (Prime)
1000182,2025-12-02 12:00:00,2025-12-02 14:45:00,BUY,4186.78,4209.08832206516,22.31,223.1,WIN,take_profit,0.000,0.00,22.31,ranging,London (Prime)
1000183,2025-12-02 22:30:00,2025-12-03 03:45:00,BUY,4209.76,4214.3,4.54,45.4,WIN,fuzzy_exit,1.000,7.21,7.21,ranging,Sydney-Tokyo (TEST MODE)
1000184,2025-12-03 08:30:00,2025-12-03 14:00:00,BUY,4206.52,4207.37,0.85,8.5,WIN,fuzzy_exit,1.000,41.95,2.10,ranging,London (Prime)
1000185,2025-12-03 17:45:00,2025-12-04 02:45:00,BUY,4216.28,4211.52,-4.76,-47.6,LOSS,timeout,1.000,-4.76,4.22,ranging,Sydney-Tokyo (TEST MODE)
1000186,2025-12-04 05:00:00,2025-12-04 05:45:00,BUY,4192.94,4195.66,2.72,27.2,WIN,fuzzy_exit,1.000,0.00,3.90,ranging,Tokyo-London Transition
1000187,2025-12-04 07:00:00,2025-12-04 12:45:00,BUY,4194.07,4197.26,3.19,31.9,WIN,fuzzy_exit,1.000,19.31,6.86,ranging,London (Prime)
1000188,2025-12-05 02:15:00,2025-12-05 06:15:00,BUY,4205.58,4212.27,6.69,66.9,WIN,fuzzy_exit,0.900,35.43,7.93,ranging,Sydney-Tokyo (TEST MODE)
1000189,2025-12-05 10:45:00,2025-12-05 11:45:00,BUY,4220.34,4223.09,2.75,27.5,WIN,fuzzy_exit,0.800,0.00,3.35,ranging,London (Prime)
1000190,2025-12-05 13:15:00,2025-12-05 14:15:00,BUY,4221.16,4224.31,3.15,31.5,WIN,fuzzy_exit,0.900,0.00,4.32,ranging,NY Early
1000191,2025-12-05 17:15:00,2025-12-05 18:00:00,BUY,4248.63,4203.28,-45.35,-453.5,LOSS,max_loss,0.000,0.00,5.03,ranging,Sydney-Tokyo (TEST MODE)
1000192,2025-12-08 01:15:00,2025-12-08 03:00:00,BUY,4202.19,4205.6,3.41,34.1,WIN,fuzzy_exit,1.000,0.00,8.46,ranging,Sydney-Tokyo (TEST MODE)
1000193,2025-12-08 07:30:00,2025-12-08 08:00:00,BUY,4214.55,4215.24,0.69,6.9,WIN,fuzzy_exit,0.800,0.00,2.43,ranging,London (Prime)
1000194,2025-12-08 12:45:00,2025-12-08 13:45:00,BUY,4203.5,4208.47,4.97,49.7,WIN,fuzzy_exit,1.000,0.00,9.74,ranging,London (Prime)
1000195,2025-12-08 17:15:00,2025-12-08 18:30:00,BUY,4191.78,4193.42,1.64,16.4,WIN,fuzzy_exit,1.000,0.00,2.97,ranging,Sydney-Tokyo (TEST MODE)
1000196,2025-12-09 08:30:00,2025-12-09 10:15:00,BUY,4180.87,4186.13,5.26,52.6,WIN,fuzzy_exit,0.900,0.00,7.35,ranging,London (Prime)
1000197,2025-12-09 19:45:00,2025-12-09 20:30:00,BUY,4202.96,4205.46,2.50,25.0,WIN,fuzzy_exit,1.000,0.00,4.06,ranging,Sydney-Tokyo (TEST MODE)
1000198,2025-12-10 07:00:00,2025-12-10 08:00:00,BUY,4203.39,4209.37,5.98,59.8,WIN,fuzzy_exit,0.900,0.00,8.54,ranging,London (Prime)
1000199,2025-12-10 09:45:00,2025-12-10 17:45:00,BUY,4203.25,4193.59,-9.66,-96.6,LOSS,timeout,0.700,4.58,1.60,ranging,London (Prime)
1000200,2025-12-11 02:45:00,2025-12-11 06:30:00,BUY,4236.87,4211.55,-25.32,-253.2,LOSS,max_loss,0.000,0.00,3.06,ranging,Sydney-Tokyo (TEST MODE)
1000201,2025-12-11 07:45:00,2025-12-11 09:00:00,BUY,4207.27,4212.23,4.96,49.6,WIN,fuzzy_exit,0.900,0.00,6.99,ranging,London (Prime)
1000202,2025-12-11 22:00:00,2025-12-11 23:00:00,BUY,4269.77,4272.87,3.10,31.0,WIN,fuzzy_exit,1.000,0.00,6.48,ranging,Sydney-Tokyo (TEST MODE)
1000203,2025-12-12 01:30:00,2025-12-12 02:30:00,BUY,4274.92,4275.22,0.30,3.0,WIN,fuzzy_exit,1.000,0.00,3.26,ranging,Sydney-Tokyo (TEST MODE)
1000204,2025-12-12 04:45:00,2025-12-12 05:45:00,BUY,4270.21,4270.41,0.20,2.0,WIN,fuzzy_exit,1.000,0.00,3.02,ranging,Tokyo-London Transition
1000205,2025-12-12 11:45:00,2025-12-12 13:00:00,BUY,4318.14,4336.143738189581,18.00,180.0,WIN,take_profit,0.000,0.00,18.00,ranging,London (Prime)
1000206,2025-12-12 16:45:00,2025-12-12 17:15:00,BUY,4346.76,4300.6,-46.16,-461.6,LOSS,max_loss,0.000,0.00,0.00,ranging,Late NY (TEST MODE)
1000207,2025-12-15 01:45:00,2025-12-15 04:30:00,BUY,4302.35,4327.540115321547,25.19,251.9,WIN,take_profit,0.000,0.00,25.19,ranging,Sydney-Tokyo (TEST MODE)
1000208,2025-12-15 07:30:00,2025-12-15 08:45:00,BUY,4338.61,4343.28,4.67,46.7,WIN,fuzzy_exit,0.900,0.00,6.54,ranging,London (Prime)
1000209,2025-12-15 12:30:00,2025-12-15 18:00:00,BUY,4338.67,4303.5,-35.17,-351.7,LOSS,max_loss,0.000,0.00,7.75,ranging,London (Prime)
1000210,2025-12-16 02:45:00,2025-12-16 03:45:00,BUY,4307.58,4308.65,1.07,10.7,WIN,fuzzy_exit,1.000,0.00,6.89,ranging,Sydney-Tokyo (TEST MODE)
1000211,2025-12-16 05:00:00,2025-12-16 05:30:00,BUY,4282.0,4284.9,2.90,29.0,WIN,fuzzy_exit,0.800,0.00,5.45,ranging,Tokyo-London Transition
1000212,2025-12-16 07:00:00,2025-12-16 08:45:00,BUY,4286.0,4288.96,2.96,29.6,WIN,fuzzy_exit,1.000,0.00,4.89,ranging,London (Prime)
1000213,2025-12-16 11:15:00,2025-12-16 15:15:00,BUY,4281.58,4300.268437772951,18.69,186.9,WIN,take_profit,0.000,0.00,18.69,ranging,London (Prime)
1000214,2025-12-16 18:15:00,2025-12-16 22:15:00,BUY,4307.55,4310.63,3.08,30.8,WIN,fuzzy_exit,0.900,9.92,4.38,ranging,Sydney-Tokyo (TEST MODE)
1000215,2025-12-17 09:00:00,2025-12-17 15:45:00,BUY,4324.8,4343.420844264425,18.62,186.2,WIN,take_profit,0.000,0.00,18.62,ranging,London (Prime)
1000216,2025-12-18 01:00:00,2025-12-18 02:00:00,BUY,4335.66,4337.96,2.30,23.0,WIN,fuzzy_exit,0.900,0.00,3.12,ranging,Sydney-Tokyo (TEST MODE)
1000217,2025-12-18 05:00:00,2025-12-18 13:00:00,BUY,4335.73,4327.14,-8.59,-85.9,LOSS,timeout,0.450,17.02,1.35,ranging,Tokyo-London Transition
1000218,2025-12-18 14:30:00,2025-12-18 15:30:00,BUY,4322.53,4335.20524537494,12.68,126.8,WIN,take_profit,0.000,0.00,12.68,ranging,NY Early
1000219,2025-12-18 19:30:00,2025-12-19 04:30:00,BUY,4337.17,4315.7,-21.47,-214.7,LOSS,timeout,1.000,-21.47,2.16,ranging,Sydney-Tokyo (TEST MODE)
1000220,2025-12-22 03:30:00,2025-12-22 07:00:00,BUY,4381.55,4401.221214615549,19.67,196.7,WIN,take_profit,0.000,0.00,19.67,ranging,Tokyo-London Transition
1000221,2025-12-22 08:30:00,2025-12-22 09:45:00,BUY,4408.15,4414.27,6.12,61.2,WIN,fuzzy_exit,1.000,0.00,10.97,ranging,London (Prime)
1000222,2025-12-22 12:30:00,2025-12-22 13:15:00,BUY,4408.92,4409.11,0.19,1.9,WIN,fuzzy_exit,0.700,0.00,0.23,ranging,London (Prime)
1000223,2025-12-22 14:45:00,2025-12-22 15:15:00,BUY,4415.51,4418.5,2.99,29.9,WIN,fuzzy_exit,0.800,0.00,9.78,ranging,NY Early
1000224,2025-12-22 17:30:00,2025-12-22 19:15:00,BUY,4427.58,4434.16,6.58,65.8,WIN,fuzzy_exit,1.000,0.00,13.82,ranging,Sydney-Tokyo (TEST MODE)
1000225,2025-12-22 21:00:00,2025-12-22 22:15:00,BUY,4429.98,4432.36,2.38,23.8,WIN,fuzzy_exit,1.000,0.00,8.64,ranging,Sydney-Tokyo (TEST MODE)
1000226,2025-12-23 01:00:00,2025-12-23 03:00:00,BUY,4454.49,4471.455799224486,16.97,169.7,WIN,take_profit,0.000,0.00,16.97,ranging,Sydney-Tokyo (TEST MODE)
1000227,2025-12-23 06:45:00,2025-12-23 10:15:00,BUY,4482.3,4487.01,4.71,47.1,WIN,fuzzy_exit,0.900,5.68,5.68,ranging,Tokyo-London Transition
1000228,2025-12-23 12:30:00,2025-12-23 13:15:00,BUY,4482.69,4483.94,1.25,12.5,WIN,fuzzy_exit,0.800,0.00,1.66,ranging,London (Prime)
1000229,2025-12-23 16:30:00,2025-12-23 19:00:00,BUY,4452.76,4478.471038796821,25.71,257.1,WIN,take_profit,0.000,0.00,25.71,ranging,Late NY (TEST MODE)
1000230,2025-12-24 01:30:00,2025-12-24 02:45:00,BUY,4505.3,4511.5,6.20,62.0,WIN,fuzzy_exit,1.000,0.00,12.21,ranging,Sydney-Tokyo (TEST MODE)
1000231,2025-12-24 04:15:00,2025-12-24 04:45:00,BUY,4506.62,4476.58,-30.04,-300.4,LOSS,max_loss,0.000,0.00,2.00,ranging,Tokyo-London Transition
1000232,2025-12-24 06:30:00,2025-12-24 14:30:00,BUY,4499.84,4490.35,-9.49,-94.9,LOSS,timeout,0.700,-9.49,0.00,ranging,Tokyo-London Transition
1000233,2025-12-26 02:45:00,2025-12-26 10:45:00,BUY,4517.43,4518.69,1.26,12.6,WIN,timeout,0.200,33.45,1.26,ranging,Sydney-Tokyo (TEST MODE)
1000234,2025-12-26 13:00:00,2025-12-26 16:15:00,BUY,4509.99,4529.160654274403,19.17,191.7,WIN,take_profit,0.000,0.00,19.17,ranging,NY Early
1000235,2025-12-26 19:00:00,2025-12-26 21:15:00,BUY,4526.0,4529.52,3.52,35.2,WIN,fuzzy_exit,1.000,0.00,7.74,ranging,Sydney-Tokyo (TEST MODE)
1000236,2025-12-29 01:45:00,2025-12-29 02:15:00,BUY,4526.89,4486.44,-40.45,-404.5,LOSS,max_loss,0.000,0.00,0.00,ranging,Sydney-Tokyo (TEST MODE)
1000237,2025-12-29 04:00:00,2025-12-29 05:15:00,BUY,4507.07,4512.63,5.56,55.6,WIN,fuzzy_exit,1.000,0.00,8.04,ranging,Tokyo-London Transition
1000238,2025-12-29 08:15:00,2025-12-29 10:45:00,BUY,4490.46,4460.73,-29.73,-297.3,LOSS,max_loss,0.000,0.00,0.00,ranging,London (Prime)
1000239,2025-12-29 12:15:00,2025-12-29 15:30:00,BUY,4462.78,4429.43,-33.35,-333.5,LOSS,max_loss,0.000,0.00,2.24,ranging,London (Prime)
1000240,2025-12-30 01:45:00,2025-12-30 04:00:00,BUY,4345.54,4355.06,9.52,95.2,WIN,fuzzy_exit,1.000,0.00,14.48,ranging,Sydney-Tokyo (TEST MODE)
1000241,2025-12-30 05:15:00,2025-12-30 08:00:00,BUY,4367.98,4372.97,4.99,49.9,WIN,fuzzy_exit,1.000,17.47,9.48,ranging,Tokyo-London Transition
1000242,2025-12-30 09:30:00,2025-12-30 13:30:00,BUY,4376.78,4384.67,7.89,78.9,WIN,fuzzy_exit,1.000,11.84,11.84,ranging,London (Prime)
1000243,2025-12-30 16:00:00,2025-12-30 18:00:00,BUY,4386.1,4358.59,-27.51,-275.1,LOSS,max_loss,0.000,0.00,4.47,ranging,Late NY (TEST MODE)
1000244,2025-12-30 22:45:00,2025-12-31 02:45:00,BUY,4341.3,4341.98,0.68,6.8,WIN,fuzzy_exit,0.900,66.42,7.45,ranging,Sydney-Tokyo (TEST MODE)
1000245,2025-12-31 05:45:00,2025-12-31 07:45:00,BUY,4348.23,4285.17,-63.06,-630.6,LOSS,max_loss,0.000,0.00,0.00,ranging,Tokyo-London Transition
1000246,2025-12-31 10:30:00,2025-12-31 11:45:00,BUY,4317.13,4325.61,8.48,84.8,WIN,fuzzy_exit,1.000,0.00,19.08,ranging,London (Prime)
1000247,2025-12-31 14:00:00,2025-12-31 14:45:00,BUY,4308.93,4313.69,4.76,47.6,WIN,fuzzy_exit,1.000,0.00,8.07,ranging,NY Early
1000248,2025-12-31 18:30:00,2025-12-31 19:15:00,BUY,4319.66,4320.84,1.18,11.8,WIN,fuzzy_exit,1.000,0.00,3.80,ranging,Sydney-Tokyo (TEST MODE)
1000249,2025-12-31 21:30:00,2025-12-31 22:45:00,BUY,4310.78,4313.07,2.29,22.9,WIN,fuzzy_exit,1.000,0.00,10.30,ranging,Sydney-Tokyo (TEST MODE)
1000250,2026-01-02 01:00:00,2026-01-02 03:00:00,BUY,4330.37,4346.39,16.02,160.2,WIN,fuzzy_exit,1.000,0.00,23.43,ranging,Sydney-Tokyo (TEST MODE)
1000251,2026-01-02 04:45:00,2026-01-02 08:00:00,BUY,4362.82,4375.03,12.21,122.1,WIN,fuzzy_exit,1.000,20.49,17.71,ranging,Tokyo-London Transition
1000252,2026-01-02 15:30:00,2026-01-02 17:00:00,BUY,4372.5,4340.33,-32.17,-321.7,LOSS,max_loss,0.000,0.00,0.00,ranging,Late NY (TEST MODE)
1000253,2026-01-05 01:00:00,2026-01-05 03:00:00,BUY,4370.08,4398.116812834098,28.04,280.4,WIN,take_profit,0.000,0.00,28.04,ranging,Sydney-Tokyo (TEST MODE)
1000254,2026-01-05 07:30:00,2026-01-05 10:15:00,BUY,4401.68,4429.000389076283,27.32,273.2,WIN,take_profit,0.000,0.00,27.32,ranging,London (Prime)
1000255,2026-01-05 13:00:00,2026-01-05 15:15:00,BUY,4433.08,4399.36,-33.72,-337.2,LOSS,max_loss,0.000,0.00,0.00,ranging,NY Early
1000256,2026-01-05 21:00:00,2026-01-05 23:15:00,BUY,4439.97,4445.44,5.47,54.7,WIN,fuzzy_exit,0.900,0.00,6.88,ranging,Sydney-Tokyo (TEST MODE)
1000257,2026-01-06 01:30:00,2026-01-06 04:30:00,BUY,4442.45,4453.2,10.75,107.5,WIN,fuzzy_exit,1.000,17.67,17.67,ranging,Sydney-Tokyo (TEST MODE)
1000258,2026-01-06 08:15:00,2026-01-06 09:15:00,BUY,4461.14,4464.34,3.20,32.0,WIN,fuzzy_exit,1.000,0.00,6.98,ranging,London (Prime)
1000259,2026-01-06 11:00:00,2026-01-06 14:00:00,BUY,4457.85,4461.98,4.13,41.3,WIN,fuzzy_exit,0.900,5.31,5.31,ranging,London (Prime)
1000260,2026-01-06 21:00:00,2026-01-07 02:15:00,BUY,4482.02,4490.76,8.74,87.4,WIN,fuzzy_exit,1.000,10.64,16.18,ranging,Sydney-Tokyo (TEST MODE)
1000261,2026-01-07 03:30:00,2026-01-07 04:45:00,BUY,4468.19,4474.37,6.18,61.8,WIN,fuzzy_exit,0.900,0.00,7.40,ranging,Tokyo-London Transition
1000262,2026-01-07 06:00:00,2026-01-07 08:45:00,BUY,4470.15,4444.16,-25.99,-259.9,LOSS,max_loss,0.000,0.00,0.00,ranging,Tokyo-London Transition
1000263,2026-01-07 11:00:00,2026-01-07 15:00:00,BUY,4465.62,4432.19,-33.43,-334.3,LOSS,max_loss,0.000,0.00,0.24,ranging,London (Prime)
1000264,2026-01-08 06:15:00,2026-01-08 14:15:00,BUY,4436.46,4420.36,-16.10,-161.0,LOSS,timeout,0.150,93.18,0.00,ranging,Tokyo-London Transition
1000265,2026-01-08 18:30:00,2026-01-08 19:30:00,BUY,4460.67,4461.26,0.59,5.9,WIN,fuzzy_exit,0.900,0.00,2.55,ranging,Sydney-Tokyo (TEST MODE)
1000266,2026-01-08 20:45:00,2026-01-08 22:30:00,BUY,4449.5,4474.638062013262,25.14,251.4,WIN,take_profit,0.000,0.00,25.14,ranging,Sydney-Tokyo (TEST MODE)
1000267,2026-01-09 02:00:00,2026-01-09 08:45:00,BUY,4471.33,4473.94,2.61,26.1,WIN,fuzzy_exit,0.900,3.49,3.49,ranging,Sydney-Tokyo (TEST MODE)
1000268,2026-01-09 12:15:00,2026-01-09 13:15:00,BUY,4469.01,4470.57,1.56,15.6,WIN,fuzzy_exit,1.000,0.00,3.39,ranging,London (Prime)
1000269,2026-01-09 17:30:00,2026-01-09 19:45:00,BUY,4514.29,4484.48,-29.81,-298.1,LOSS,max_loss,0.000,0.00,0.00,ranging,Sydney-Tokyo (TEST MODE)
1000270,2026-01-12 01:00:00,2026-01-12 02:00:00,BUY,4529.97,4553.533028592505,23.56,235.6,WIN,take_profit,0.000,0.00,23.56,ranging,Sydney-Tokyo (TEST MODE)
1000271,2026-01-12 03:15:00,2026-01-12 04:30:00,SELL,4582.44,4579.01,3.43,34.3,WIN,fuzzy_exit,1.000,0.00,16.45,ranging,Tokyo-London Transition
1000272,2026-01-12 06:45:00,2026-01-12 08:00:00,BUY,4568.31,4572.59,4.28,42.8,WIN,fuzzy_exit,1.000,0.00,13.27,ranging,Tokyo-London Transition
1000273,2026-01-12 10:45:00,2026-01-12 16:45:00,BUY,4596.71,4602.04,5.33,53.3,WIN,fuzzy_exit,1.000,169.15,19.01,ranging,London (Prime)
1000274,2026-01-12 18:00:00,2026-01-12 22:00:00,BUY,4629.07,4602.76,-26.31,-263.1,LOSS,max_loss,0.000,0.00,0.00,ranging,Sydney-Tokyo (TEST MODE)
1000275,2026-01-13 01:00:00,2026-01-13 02:00:00,BUY,4578.86,4592.7,13.84,138.4,WIN,fuzzy_exit,1.000,0.00,20.41,ranging,Sydney-Tokyo (TEST MODE)
1000276,2026-01-13 08:30:00,2026-01-13 09:30:00,BUY,4575.72,4580.21,4.49,44.9,WIN,fuzzy_exit,1.000,0.00,8.87,ranging,London (Prime)
1000277,2026-01-13 11:45:00,2026-01-13 12:45:00,BUY,4585.94,4586.19,0.25,2.5,WIN,fuzzy_exit,1.000,0.00,1.13,ranging,London (Prime)
1000278,2026-01-13 18:00:00,2026-01-13 22:30:00,BUY,4612.3,4584.87,-27.43,-274.3,LOSS,max_loss,0.000,0.00,0.94,ranging,Sydney-Tokyo (TEST MODE)
1000279,2026-01-14 01:30:00,2026-01-14 03:45:00,BUY,4593.92,4619.304632785498,25.38,253.8,WIN,take_profit,0.000,0.00,25.38,ranging,Sydney-Tokyo (TEST MODE)
1000280,2026-01-14 07:00:00,2026-01-14 09:30:00,BUY,4633.75,4636.5,2.75,27.5,WIN,fuzzy_exit,0.800,0.00,3.34,ranging,London (Prime)
1000281,2026-01-14 11:45:00,2026-01-14 12:45:00,BUY,4630.29,4632.95,2.66,26.6,WIN,fuzzy_exit,1.000,0.00,5.34,ranging,London (Prime)
1000282,2026-01-15 02:30:00,2026-01-15 05:15:00,BUY,4613.72,4585.26,-28.46,-284.6,LOSS,max_loss,0.000,0.00,1.12,ranging,Sydney-Tokyo (TEST MODE)
1000283,2026-01-15 06:30:00,2026-01-15 09:30:00,BUY,4590.63,4604.02,13.39,133.9,WIN,fuzzy_exit,1.000,19.41,19.51,ranging,Tokyo-London Transition
1000284,2026-01-15 15:30:00,2026-01-15 16:30:00,BUY,4589.99,4611.314520586922,21.32,213.2,WIN,take_profit,0.000,0.00,21.32,ranging,Late NY (TEST MODE)
1000285,2026-01-16 02:00:00,2026-01-16 09:15:00,BUY,4605.57,4605.78,0.21,2.1,WIN,fuzzy_exit,1.000,85.93,5.80,ranging,Sydney-Tokyo (TEST MODE)
1000286,2026-01-16 11:15:00,2026-01-16 14:15:00,BUY,4600.97,4606.37,5.40,54.0,WIN,fuzzy_exit,1.000,9.93,14.33,ranging,London (Prime)
1000287,2026-01-19 01:15:00,2026-01-19 09:15:00,BUY,4678.06,4667.27,-10.79,-107.9,LOSS,timeout,0.500,8.46,0.00,ranging,Sydney-Tokyo (TEST MODE)
1000288,2026-01-19 10:45:00,2026-01-19 11:45:00,BUY,4663.52,4668.32,4.80,48.0,WIN,fuzzy_exit,1.000,0.00,7.14,ranging,London (Prime)
1000289,2026-01-19 13:30:00,2026-01-19 15:00:00,BUY,4664.71,4670.26,5.55,55.5,WIN,fuzzy_exit,0.900,0.00,7.04,ranging,NY Early
1000290,2026-01-20 01:15:00,2026-01-20 03:45:00,BUY,4665.96,4669.46,3.50,35.0,WIN,fuzzy_exit,1.000,0.00,7.18,ranging,Sydney-Tokyo (TEST MODE)
1000291,2026-01-20 07:45:00,2026-01-20 09:45:00,BUY,4714.45,4715.81,1.36,13.6,WIN,fuzzy_exit,1.000,0.00,5.60,ranging,London (Prime)
1000292,2026-01-20 11:15:00,2026-01-20 16:30:00,BUY,4733.09,4738.32,5.23,52.3,WIN,fuzzy_exit,1.000,66.25,17.32,ranging,London (Prime)
1000293,2026-01-20 22:15:00,2026-01-21 01:00:00,BUY,4750.35,4757.83,7.48,74.8,WIN,fuzzy_exit,1.000,0.00,11.60,ranging,Sydney-Tokyo (TEST MODE)
1000294,2026-01-21 03:00:00,2026-01-21 03:30:00,BUY,4807.88,4833.959234010498,26.08,260.8,WIN,take_profit,0.000,0.00,26.08,ranging,Tokyo-London Transition
1000295,2026-01-21 08:45:00,2026-01-21 10:45:00,BUY,4847.34,4854.69,7.35,73.5,WIN,fuzzy_exit,1.000,0.00,19.47,ranging,London (Prime)
1000296,2026-01-21 12:00:00,2026-01-21 14:45:00,BUY,4863.45,4865.05,1.60,16.0,WIN,fuzzy_exit,0.900,2.03,3.38,ranging,London (Prime)
1000297,2026-01-22 04:30:00,2026-01-22 09:00:00,BUY,4781.71,4829.70809978198,48.00,480.0,WIN,take_profit,0.000,0.00,48.00,ranging,Tokyo-London Transition
