================================================================================
#15 SMC + RTM Compression Filter — Backtest Log
================================================================================
Period: 2025-08-01 to 2026-02-07
Compression: lookback=8, min_score=40

Compression Filter: 1239 blocked, 566 passed (68.6% filtered)
Avg Compression Score: 30.4

Trades: 566 | WR: 71.0% | Net: $908.07
PF: 1.32 | DD: 5.5% | Sharpe: 1.46
Avg Win: $9.33 | Avg Loss: $17.34
vs Baseline: $-541.79

--- TRADE LOG ---
   #       Entry Time  Dir      Entry       Exit   P/L($) Result        Exit Reason CmpScore
--------------------------------------------------------------------------------------------------------------
 285 2025-11-05 07:30  BUY    3969.72    3978.99     9.27    WIN        trailing_sl     40.0
 286 2025-11-05 13:00 SELL    3960.78    3963.16    -4.76   LOSS       peak_protect     40.0
 287 2025-11-05 18:15 SELL    3981.23    3987.71   -12.96   LOSS     trend_reversal     50.0
 288 2025-11-06 02:00  BUY    3974.93    3980.34     5.41    WIN        trailing_sl     40.0
 289 2025-11-06 07:30  BUY    3987.74    4008.98    21.24    WIN      market_signal     50.0
 290 2025-11-06 13:30  BUY    4015.77    4005.15   -21.24   LOSS          early_cut     40.0
 291 2025-11-06 18:15 SELL    3983.65    3981.65     4.00    WIN     breakeven_exit     40.0
 292 2025-11-06 23:00 SELL    3981.34    3979.34     2.00    WIN     breakeven_exit     50.0
 293 2025-11-07 04:30  BUY    3992.67    3994.67     2.00    WIN     breakeven_exit     40.0
 294 2025-11-07 11:15  BUY    4010.12    3998.28   -11.84   LOSS     trend_reversal     40.0
 295 2025-11-07 20:00  BUY    4004.75    4006.75     4.00    WIN     breakeven_exit     50.0
 296 2025-11-10 01:15  BUY    4008.28    4013.32     5.04    WIN        trailing_sl     40.0
 297 2025-11-10 05:45  BUY    4050.34    4053.07     2.73    WIN     breakeven_exit     90.0
 298 2025-11-10 09:45  BUY    4075.17    4077.17     4.00    WIN        trailing_sl     50.0
 299 2025-11-10 13:15  BUY    4078.96    4080.96     4.00    WIN        trailing_sl     40.0
 300 2025-11-10 18:15  BUY    4092.91    4094.91     2.00    WIN     breakeven_exit     40.0
 301 2025-11-10 23:00  BUY    4111.48    4116.33     4.85    WIN        trailing_sl     50.0
 302 2025-11-11 05:45  BUY    4146.65    4129.61   -17.04   LOSS          early_cut     60.0
 303 2025-11-11 12:15 SELL    4142.02    4140.02     4.00    WIN     breakeven_exit     90.0
 304 2025-11-11 18:15 SELL    4109.22    4117.33   -16.22   LOSS          early_cut     40.0
 305 2025-11-11 23:30  BUY    4128.41    4140.35    11.94    WIN        trailing_sl     80.0
 306 2025-11-12 07:45  BUY    4104.51    4118.74    14.23    WIN        take_profit     40.0
 307 2025-11-12 11:30  BUY    4125.94    4127.94     4.00    WIN     breakeven_exit     50.0
 308 2025-11-12 18:00  BUY    4183.68    4190.24    13.12    WIN        trailing_sl     40.0
 309 2025-11-12 23:00  BUY    4192.70    4195.68     2.98    WIN     breakeven_exit     60.0
 310 2025-11-13 04:00 SELL    4194.10    4190.67     3.43    WIN     breakeven_exit     40.0
 311 2025-11-13 07:30  BUY    4215.20    4234.31    19.11    WIN        trailing_sl     50.0
 312 2025-11-13 14:00  BUY    4234.45    4239.50    10.10    WIN     breakeven_exit     50.0
 313 2025-11-13 17:30 SELL    4197.30    4209.82   -25.04   LOSS           max_loss     40.0
 314 2025-11-14 02:15 SELL    4188.19    4186.19     2.00    WIN        trailing_sl     50.0
 315 2025-11-14 05:30  BUY    4207.07    4189.46   -17.61   LOSS          early_cut     50.0
 316 2025-11-14 11:45 SELL    4169.27    4167.27     4.00    WIN     breakeven_exit     50.0
 317 2025-11-14 16:15 SELL    4053.29    4082.51   -29.22   LOSS           max_loss     50.0
 318 2025-11-14 20:30 SELL    4096.77    4094.77     2.00    WIN        trailing_sl     50.0
 319 2025-11-17 02:00 SELL    4084.95    4082.95     2.00    WIN     breakeven_exit     40.0
 320 2025-11-17 08:45 SELL    4065.89    4083.11   -17.22   LOSS          early_cut     40.0
 321 2025-11-17 12:00 SELL    4087.13    4068.50    37.26    WIN        take_profit     50.0
 322 2025-11-17 18:00 SELL    4061.44    4077.37   -15.93   LOSS          early_cut     40.0
 323 2025-11-17 23:00 SELL    4044.36    4040.22     4.14    WIN        trailing_sl     50.0
 324 2025-11-18 08:30 SELL    4011.10    4005.15     5.95    WIN     breakeven_exit     50.0
 325 2025-11-18 12:15  BUY    4038.32    4045.38    14.12    WIN        trailing_sl     60.0
 326 2025-11-18 18:30  BUY    4062.48    4064.48     4.00    WIN     breakeven_exit     40.0
 327 2025-11-18 23:15  BUY    4065.70    4068.17     2.47    WIN        trailing_sl     70.0
 328 2025-11-19 05:00 SELL    4073.54    4069.83     3.71    WIN     breakeven_exit     40.0
 329 2025-11-19 08:30  BUY    4093.98    4110.20    16.22    WIN        trailing_sl     40.0
 330 2025-11-19 19:15 SELL    4072.13    4083.80   -23.34   LOSS          early_cut     40.0
 331 2025-11-19 23:00 SELL    4072.38    4087.85   -15.47   LOSS          early_cut     80.0
 332 2025-11-20 03:30  BUY    4091.53    4063.25   -28.28   LOSS           max_loss     40.0
 333 2025-11-20 06:30 SELL    4076.43    4070.05     6.38    WIN        trailing_sl     50.0
 334 2025-11-20 11:45 SELL    4063.99    4061.99     2.00    WIN     breakeven_exit     40.0
 335 2025-11-20 16:45  BUY    4093.22    4070.15   -23.07   LOSS          early_cut     40.0
 336 2025-11-20 20:15 SELL    4060.31    4084.18   -23.87   LOSS          early_cut     40.0
 337 2025-11-20 23:45 SELL    4078.09    4076.09     2.00    WIN     breakeven_exit    100.0
 338 2025-11-21 05:45  BUY    4056.02    4058.02     2.00    WIN     breakeven_exit     50.0
 339 2025-11-21 09:15 SELL    4037.40    4035.40     4.00    WIN        trailing_sl     70.0
 340 2025-11-21 13:15 SELL    4039.29    4044.13    -9.68   LOSS       peak_protect     60.0
 341 2025-11-21 19:45  BUY    4085.43    4087.43     4.00    WIN     breakeven_exit     50.0
 342 2025-11-24 01:15 SELL    4070.55    4064.98     5.57    WIN     breakeven_exit     60.0
 343 2025-11-24 05:00 SELL    4046.51    4056.66   -10.15   LOSS     trend_reversal     60.0
 344 2025-11-24 11:30  BUY    4070.10    4070.22     0.24    WIN       peak_protect     40.0
 345 2025-11-24 18:00  BUY    4094.86    4091.96    -5.80   LOSS       peak_protect     40.0
 346 2025-11-24 23:15  BUY    4132.22    4136.08     3.86    WIN     breakeven_exit     40.0
 347 2025-11-25 05:15  BUY    4145.09    4147.89     2.80    WIN     breakeven_exit     40.0
 348 2025-11-25 11:45 SELL    4128.26    4120.03     8.23    WIN     breakeven_exit     40.0
 349 2025-11-25 17:45  BUY    4122.88    4137.34    14.46    WIN        trailing_sl     40.0
 350 2025-11-25 23:45  BUY    4130.79    4138.53     7.74    WIN        trailing_sl     70.0
 351 2025-11-26 05:15  BUY    4163.97    4157.30    -6.67   LOSS     trend_reversal     50.0
 352 2025-11-26 11:30 SELL    4159.76    4171.00   -22.48   LOSS          early_cut     40.0
 353 2025-11-26 20:45 SELL    4164.61    4164.38     0.23    WIN            timeout     40.0
 354 2025-11-27 04:15 SELL    4152.69    4148.46     4.23    WIN     breakeven_exit     40.0
 355 2025-11-27 07:45 SELL    4147.09    4163.34   -16.25   LOSS     trend_reversal     40.0
 356 2025-11-27 13:15 SELL    4158.78    4156.78     2.00    WIN     breakeven_exit     60.0
 357 2025-11-27 18:00 SELL    4155.35    4162.44   -14.18   LOSS     trend_reversal     40.0
 358 2025-11-28 04:15  BUY    4189.66    4182.17    -7.49   LOSS     trend_reversal     60.0
 359 2025-11-28 11:45 SELL    4167.98    4165.98     2.00    WIN     breakeven_exit     60.0
 360 2025-11-28 15:30 SELL    4173.99    4196.45   -22.46   LOSS          early_cut     50.0
 361 2025-11-28 20:15  BUY    4220.16    4222.16     4.00    WIN     breakeven_exit     50.0
 362 2025-12-01 06:00  BUY    4238.58    4242.38     3.80    WIN     breakeven_exit     70.0
 363 2025-12-01 09:45 SELL    4245.25    4255.46   -10.21   LOSS     trend_reversal     50.0
 364 2025-12-01 17:45  BUY    4232.49    4234.49     4.00    WIN        trailing_sl     40.0
 365 2025-12-01 20:45  BUY    4240.14    4232.96   -14.36   LOSS     trend_reversal     50.0
 366 2025-12-02 04:15 SELL    4216.88    4224.89    -8.01   LOSS     trend_reversal     50.0
 367 2025-12-02 12:30 SELL    4187.44    4205.35   -17.91   LOSS          early_cut     70.0
 368 2025-12-02 18:45 SELL    4184.61    4196.31   -11.70   LOSS     trend_reversal     50.0
 369 2025-12-03 01:15 SELL    4208.61    4223.76   -15.15   LOSS          early_cut     60.0
 370 2025-12-03 06:30  BUY    4223.77    4207.07   -16.70   LOSS          early_cut     70.0
 371 2025-12-03 10:00 SELL    4206.66    4198.20     8.46    WIN     breakeven_exit     40.0
 372 2025-12-03 17:30  BUY    4227.26    4200.66   -26.60   LOSS          early_cut     40.0
 373 2025-12-03 23:00 SELL    4209.79    4206.36     3.43    WIN     breakeven_exit     60.0
 374 2025-12-04 06:00 SELL    4196.99    4183.93    13.06    WIN        trailing_sl     60.0
 375 2025-12-04 12:15  BUY    4198.97    4200.97     4.00    WIN     breakeven_exit     40.0
 376 2025-12-04 17:30  BUY    4206.36    4212.95    13.18    WIN     breakeven_exit     50.0
 377 2025-12-04 23:00  BUY    4209.20    4201.34    -7.86   LOSS     trend_reversal     90.0
 378 2025-12-05 07:00  BUY    4216.09    4218.09     2.00    WIN     breakeven_exit     60.0
 379 2025-12-05 12:00  BUY    4223.89    4225.89     4.00    WIN     breakeven_exit     50.0
 380 2025-12-05 19:00 SELL    4214.73    4205.79    17.88    WIN      weekend_close     50.0
 381 2025-12-08 01:00 SELL    4198.04    4209.74   -11.70   LOSS            timeout     50.0
 382 2025-12-08 07:30  BUY    4214.55    4209.19    -5.36   LOSS     trend_reversal     50.0
 383 2025-12-08 14:30  BUY    4212.28    4178.23   -34.05   LOSS          early_cut     40.0
 384 2025-12-08 19:45 SELL    4194.73    4191.67     3.06    WIN        trailing_sl     40.0
 385 2025-12-08 23:15 SELL    4190.43    4195.56    -5.13   LOSS     trend_reversal     50.0
 386 2025-12-09 06:15  BUY    4193.61    4174.46   -19.15   LOSS          early_cut     50.0
 387 2025-12-09 12:15  BUY    4204.37    4192.07   -12.30   LOSS     trend_reversal     60.0
 388 2025-12-09 19:00  BUY    4211.39    4213.39     2.00    WIN     breakeven_exit     40.0
 389 2025-12-10 02:30  BUY    4207.42    4216.81     9.39    WIN        take_profit     50.0
 390 2025-12-10 06:00 SELL    4208.08    4206.08     2.00    WIN     breakeven_exit     50.0
 391 2025-12-10 10:00 SELL    4202.33    4200.33     2.00    WIN     breakeven_exit     40.0
 392 2025-12-10 18:15 SELL    4200.46    4196.94     7.04    WIN     breakeven_exit     70.0
 393 2025-12-10 23:30 SELL    4227.96    4214.96    13.00    WIN        trailing_sl     70.0
 394 2025-12-11 13:15 SELL    4214.67    4212.67     4.00    WIN     breakeven_exit     50.0
 395 2025-12-11 18:30  BUY    4261.57    4274.35    12.78    WIN        trailing_sl     50.0
 396 2025-12-11 23:00  BUY    4272.87    4279.10     6.23    WIN        trailing_sl     60.0
 397 2025-12-12 04:30  BUY    4274.31    4276.31     2.00    WIN     breakeven_exit     40.0
 398 2025-12-12 14:00  BUY    4333.07    4335.07     2.00    WIN     breakeven_exit     50.0
 399 2025-12-12 18:45 SELL    4281.94    4276.85    10.18    WIN     breakeven_exit     40.0
 400 2025-12-15 04:45  BUY    4326.17    4340.29    14.12    WIN        trailing_sl     60.0
 401 2025-12-15 10:30  BUY    4345.04    4347.04     2.00    WIN     breakeven_exit     60.0
 402 2025-12-15 14:00  BUY    4343.82    4335.88   -15.88   LOSS       peak_protect     60.0
 403 2025-12-15 19:00 SELL    4296.85    4312.91   -16.06   LOSS          early_cut     40.0
 404 2025-12-15 23:30 SELL    4302.13    4311.19    -9.06   LOSS     trend_reversal     90.0
 405 2025-12-16 06:00 SELL    4287.62    4282.46     5.16    WIN     breakeven_exit     50.0
 406 2025-12-16 11:15 SELL    4281.58    4279.58     2.00    WIN     breakeven_exit     50.0
 407 2025-12-16 15:00  BUY    4295.72    4301.08     5.36    WIN        trailing_sl     40.0
 408 2025-12-16 20:15  BUY    4301.71    4308.08     6.37    WIN     breakeven_exit     80.0
 409 2025-12-17 01:00  BUY    4303.86    4317.96    14.10    WIN        take_profit    100.0
 410 2025-12-17 06:00  BUY    4324.43    4335.03    10.60    WIN        trailing_sl     50.0
 411 2025-12-17 11:15  BUY    4322.04    4342.68    20.64    WIN        take_profit     50.0
 412 2025-12-17 18:30  BUY    4333.06    4335.54     2.48    WIN        trailing_sl     40.0
 413 2025-12-17 23:00  BUY    4343.76    4329.72   -14.04   LOSS     trend_reversal     50.0
 414 2025-12-18 05:30 SELL    4332.11    4324.29     7.82    WIN            timeout     50.0
 415 2025-12-18 14:00 SELL    4323.94    4321.94     4.00    WIN     breakeven_exit     70.0
 416 2025-12-18 18:15  BUY    4367.15    4328.09   -78.12   LOSS          early_cut     40.0
 417 2025-12-18 23:30  BUY    4330.70    4332.70     2.00    WIN     breakeven_exit     90.0
 418 2025-12-19 04:30 SELL    4315.70    4324.92    -9.22   LOSS     trend_reversal     60.0
 419 2025-12-19 10:00 SELL    4322.71    4330.01    -7.30   LOSS            timeout     50.0
 420 2025-12-19 18:30  BUY    4345.42    4347.42     2.00    WIN     breakeven_exit     50.0
 421 2025-12-22 01:15  BUY    4348.33    4361.63    13.30    WIN        trailing_sl     50.0
 422 2025-12-22 05:45  BUY    4392.40    4394.40     2.00    WIN     breakeven_exit     50.0
 423 2025-12-22 10:30  BUY    4409.90    4411.90     2.00    WIN     breakeven_exit     60.0
 424 2025-12-22 16:15  BUY    4426.33    4415.94   -20.78   LOSS          early_cut     50.0
 425 2025-12-22 19:30  BUY    4435.67    4444.74     9.07    WIN        trailing_sl     40.0
 426 2025-12-23 04:15  BUY    4486.52    4492.52     6.00    WIN        trailing_sl     40.0
 427 2025-12-23 08:45  BUY    4481.25    4484.98     3.73    WIN        trailing_sl     40.0
 428 2025-12-23 13:00  BUY    4484.35    4490.42    12.14    WIN     breakeven_exit     70.0
 429 2025-12-23 17:45 SELL    4458.21    4465.96   -15.50   LOSS          early_cut     40.0
 430 2025-12-24 03:00  BUY    4511.93    4518.22     6.29    WIN     breakeven_exit     40.0
 431 2025-12-24 06:45 SELL    4499.12    4493.63     5.49    WIN        trailing_sl     80.0
 432 2025-12-24 09:45 SELL    4483.64    4494.38   -21.48   LOSS          early_cut     50.0
 433 2025-12-24 14:15 SELL    4493.10    4478.23    29.74    WIN        take_profit     50.0
 434 2025-12-24 19:00 SELL    4483.44    4480.85     2.59    WIN     breakeven_exit     60.0
 435 2025-12-26 02:30  BUY    4507.41    4514.43     7.02    WIN     breakeven_exit     40.0
 436 2025-12-26 08:30  BUY    4518.27    4509.99    -8.28   LOSS            timeout     50.0
 437 2025-12-26 20:15  BUY    4518.96    4527.95    17.98    WIN        trailing_sl     40.0
 438 2025-12-29 03:45 SELL    4497.11    4515.11   -18.00   LOSS          early_cut     60.0
 439 2025-12-29 08:00 SELL    4505.70    4484.16    21.54    WIN        take_profit     50.0
 440 2025-12-29 11:45 SELL    4472.01    4462.85     9.16    WIN        trailing_sl     60.0
 441 2025-12-29 18:15 SELL    4334.04    4332.04     4.00    WIN     breakeven_exit     60.0
 442 2025-12-29 23:00 SELL    4335.96    4332.47     3.49    WIN     breakeven_exit     50.0
 443 2025-12-30 03:15  BUY    4336.33    4359.93    23.60    WIN        take_profit     40.0
 444 2025-12-30 06:15  BUY    4362.96    4364.96     2.00    WIN     breakeven_exit     70.0
 445 2025-12-30 09:15  BUY    4368.32    4373.78     5.46    WIN     breakeven_exit     40.0
 446 2025-12-30 12:45  BUY    4384.61    4386.61     4.00    WIN     breakeven_exit     40.0
 447 2025-12-30 18:30  BUY    4367.22    4374.74     7.52    WIN        trailing_sl     50.0
 448 2025-12-30 23:00 SELL    4348.27    4340.96     7.31    WIN     breakeven_exit     40.0
 449 2025-12-31 04:15 SELL    4361.44    4351.50     9.94    WIN     breakeven_exit     50.0
 450 2025-12-31 09:00 SELL    4330.70    4325.90     9.60    WIN     breakeven_exit     40.0
 451 2025-12-31 13:30  BUY    4312.50    4314.50     4.00    WIN     breakeven_exit     70.0
 452 2025-12-31 19:45  BUY    4321.77    4324.57     2.80    WIN        trailing_sl     60.0
 453 2025-12-31 23:00 SELL    4312.94    4310.94     2.00    WIN     breakeven_exit     40.0
 454 2026-01-02 03:15  BUY    4348.98    4365.84    16.86    WIN        trailing_sl     40.0
 455 2026-01-02 07:45  BUY    4380.53    4382.53     2.00    WIN     breakeven_exit     50.0
 456 2026-01-02 13:00  BUY    4395.06    4397.06     2.00    WIN     breakeven_exit     40.0
 457 2026-01-02 19:00 SELL    4329.96    4327.96     2.00    WIN        trailing_sl     60.0
 458 2026-01-05 06:45  BUY    4403.74    4409.41     5.67    WIN     breakeven_exit     80.0
 459 2026-01-05 10:00  BUY    4424.12    4426.90     5.56    WIN        trailing_sl     80.0
 460 2026-01-05 18:00  BUY    4446.20    4437.98   -16.44   LOSS          early_cut     40.0
 461 2026-01-06 04:45  BUY    4454.80    4464.34     9.54    WIN        trailing_sl     40.0
 462 2026-01-06 09:00  BUY    4468.12    4459.26   -17.72   LOSS          early_cut     40.0
 463 2026-01-06 12:45 SELL    4451.59    4462.02   -20.86   LOSS          early_cut     50.0
 464 2026-01-06 18:30  BUY    4488.08    4480.70    -7.38   LOSS     trend_reversal     50.0
 465 2026-01-06 23:45  BUY    4494.83    4496.83     2.00    WIN     breakeven_exit     70.0
 466 2026-01-07 04:30 SELL    4475.59    4467.50     8.09    WIN        trailing_sl     60.0
 467 2026-01-07 10:00 SELL    4465.64    4463.64     2.00    WIN     breakeven_exit     40.0
 468 2026-01-07 16:45 SELL    4444.97    4429.55    30.84    WIN     breakeven_exit     40.0
 469 2026-01-07 20:15  BUY    4452.19    4454.19     4.00    WIN     breakeven_exit     40.0
 470 2026-01-07 23:15  BUY    4452.50    4462.44     9.94    WIN     breakeven_exit     50.0
 471 2026-01-08 05:45 SELL    4440.07    4438.07     2.00    WIN        trailing_sl     40.0
 472 2026-01-08 09:15 SELL    4436.29    4428.58    15.42    WIN        trailing_sl     50.0
 473 2026-01-08 12:45 SELL    4433.12    4417.29    31.67    WIN        take_profit     40.0
 474 2026-01-08 18:00  BUY    4447.18    4457.67    20.98    WIN        trailing_sl     50.0
 475 2026-01-08 23:15  BUY    4474.92    4458.93   -15.99   LOSS          early_cut     50.0
 476 2026-01-09 05:45  BUY    4464.22    4466.22     2.00    WIN     breakeven_exit     60.0
 477 2026-01-09 10:15  BUY    4473.10    4467.69   -10.82   LOSS            timeout     40.0
 478 2026-01-09 17:15  BUY    4505.25    4511.29    12.08    WIN        trailing_sl     40.0
 479 2026-01-09 23:00  BUY    4508.01    4509.94     1.93    WIN      weekend_close     60.0
 480 2026-01-12 03:30  BUY    4573.31    4576.01     2.70    WIN     breakeven_exit     40.0
 481 2026-01-12 07:15  BUY    4572.24    4578.58     6.34    WIN        trailing_sl     70.0
 482 2026-01-12 11:15  BUY    4596.49    4585.16   -22.66   LOSS          early_cut     40.0
 483 2026-01-12 17:30  BUY    4623.53    4626.07     5.08    WIN     breakeven_exit     40.0
 484 2026-01-12 20:45 SELL    4610.71    4595.57    30.28    WIN        trailing_sl     50.0
 485 2026-01-13 02:30 SELL    4586.05    4584.05     2.00    WIN     breakeven_exit     40.0
 486 2026-01-13 07:15 SELL    4601.11    4585.58    15.53    WIN        take_profit     50.0
 487 2026-01-13 11:30 SELL    4590.56    4586.41     8.30    WIN     breakeven_exit     60.0
 488 2026-01-13 23:15 SELL    4587.85    4604.88   -17.03   LOSS          early_cut     40.0
 489 2026-01-14 08:45  BUY    4637.09    4629.97    -7.12   LOSS            timeout     50.0
 490 2026-01-14 18:00 SELL    4617.91    4607.36    10.55    WIN     breakeven_exit     60.0
 491 2026-01-14 23:30 SELL    4621.20    4611.66     9.54    WIN        trailing_sl     50.0
 492 2026-01-15 04:30 SELL    4607.31    4594.26    13.05    WIN        trailing_sl     40.0
 493 2026-01-15 09:15 SELL    4610.04    4604.62    10.84    WIN        trailing_sl     80.0
 494 2026-01-15 12:45  BUY    4619.70    4611.61   -16.18   LOSS          early_cut     40.0
 495 2026-01-15 18:00 SELL    4622.03    4601.69    20.34    WIN        take_profit     40.0
 496 2026-01-15 23:15 SELL    4614.08    4608.57     5.51    WIN        trailing_sl     40.0
 497 2026-01-16 10:00 SELL    4604.94    4602.94     2.00    WIN     breakeven_exit     40.0
 498 2026-01-16 18:30 SELL    4595.92    4581.53    28.78    WIN        trailing_sl     50.0
 499 2026-01-16 23:15 SELL    4592.28    4594.43    -2.15   LOSS      weekend_close     40.0
 500 2026-01-19 03:00  BUY    4662.97    4665.84     2.87    WIN     breakeven_exit     50.0
 501 2026-01-19 07:45  BUY    4669.84    4675.05     5.21    WIN     breakeven_exit     50.0
 502 2026-01-19 12:00  BUY    4670.14    4666.15    -7.98   LOSS     trend_reversal     50.0
 503 2026-01-19 18:15  BUY    4671.75    4675.20     6.90    WIN        trailing_sl     40.0
 504 2026-01-20 04:45 SELL    4668.49    4685.68   -17.19   LOSS          early_cut     40.0
 505 2026-01-20 09:00  BUY    4715.39    4717.39     2.00    WIN     breakeven_exit     40.0
 506 2026-01-20 13:00  BUY    4726.14    4730.08     3.94    WIN     breakeven_exit     50.0
 507 2026-01-20 18:15  BUY    4741.27    4750.56    18.58    WIN        trailing_sl     50.0
 508 2026-01-20 23:45  BUY    4761.95    4772.74    10.79    WIN        trailing_sl     80.0
 509 2026-01-21 04:45  BUY    4836.60    4841.89     5.29    WIN        trailing_sl     60.0
 510 2026-01-21 10:15  BUY    4866.81    4872.65    11.68    WIN     breakeven_exit     40.0
 511 2026-01-21 15:00  BUY    4869.29    4874.09     4.80    WIN        trailing_sl     40.0
 512 2026-01-21 18:15 SELL    4839.94    4818.39    43.10    WIN           smart_tp     60.0
 513 2026-01-21 23:00 SELL    4823.92    4798.19    25.73    WIN        trailing_sl     40.0
 514 2026-01-22 04:00 SELL    4793.31    4784.71     8.60    WIN     breakeven_exit     50.0
 515 2026-01-22 07:45  BUY    4821.07    4823.07     2.00    WIN        trailing_sl     50.0
 516 2026-01-22 11:15  BUY    4829.39    4819.58    -9.81   LOSS     trend_reversal     50.0
 517 2026-01-22 18:30  BUY    4880.65    4904.45    47.60    WIN      market_signal     40.0
 518 2026-01-22 23:00  BUY    4922.82    4936.10    13.28    WIN        trailing_sl     50.0
 519 2026-01-23 04:00  BUY    4949.34    4953.69     4.35    WIN        trailing_sl     60.0
 520 2026-01-23 08:00  BUY    4952.41    4954.41     2.00    WIN     breakeven_exit     50.0
 521 2026-01-23 12:00 SELL    4921.40    4920.83     1.14    WIN       peak_protect     60.0
 522 2026-01-23 19:15  BUY    4982.97    4964.44   -18.53   LOSS          early_cut     70.0
 523 2026-01-23 23:00  BUY    4981.37    4982.17     0.80    WIN      weekend_close     70.0
 524 2026-01-26 05:30  BUY    5078.65    5060.13   -18.52   LOSS          early_cut     50.0
 525 2026-01-26 09:45  BUY    5088.93    5093.54     9.22    WIN     breakeven_exit     50.0
 526 2026-01-27 04:00  BUY    5063.79    5076.11    12.32    WIN        trailing_sl     70.0
 527 2026-01-27 07:30  BUY    5074.53    5080.12     5.59    WIN        trailing_sl     40.0
 528 2026-01-27 11:30  BUY    5087.99    5095.76    15.54    WIN        trailing_sl     60.0
 529 2026-01-27 18:00  BUY    5095.04    5097.04     4.00    WIN     breakeven_exit     40.0
 530 2026-01-27 23:45  BUY    5176.30    5187.75    11.45    WIN        trailing_sl     60.0
 531 2026-01-28 06:00  BUY    5235.22    5237.22     2.00    WIN        trailing_sl     40.0
 532 2026-01-28 09:15  BUY    5281.04    5287.31    12.54    WIN        trailing_sl     40.0
 533 2026-01-28 14:00 SELL    5261.35    5279.14   -35.58   LOSS          early_cut     50.0
 534 2026-01-28 18:00 SELL    5284.33    5299.71   -15.38   LOSS          early_cut     60.0
 535 2026-01-28 23:30  BUY    5386.34    5474.64    88.30    WIN           smart_tp     60.0
 536 2026-01-29 04:30  BUY    5525.98    5532.52     6.54    WIN        trailing_sl     50.0
 537 2026-01-29 08:15  BUY    5585.74    5562.09   -23.65   LOSS          early_cut     40.0
 538 2026-01-29 12:00 SELL    5523.69    5483.46    80.46    WIN           smart_tp     70.0
 539 2026-01-29 15:15 SELL    5519.82    5513.29    13.06    WIN     breakeven_exit     40.0
 540 2026-01-29 18:45 SELL    5264.31    5296.16   -31.85   LOSS           max_loss     60.0
 541 2026-01-29 23:00  BUY    5398.33    5407.77     9.44    WIN     breakeven_exit     50.0
 542 2026-01-30 05:15 SELL    5199.39    5154.60    44.79    WIN           smart_tp     40.0
 543 2026-01-30 08:15 SELL    5157.18    5173.50   -16.32   LOSS          early_cut     40.0
 544 2026-01-30 12:30 SELL    5078.33    5119.63   -41.30   LOSS           max_loss     40.0
 545 2026-01-30 15:15 SELL    5026.54    5022.25     4.29    WIN     breakeven_exit     40.0
 546 2026-01-30 23:00 SELL    4839.12    4874.05   -34.93   LOSS           max_loss     50.0
 547 2026-02-02 04:00 SELL    4731.35    4764.47   -33.12   LOSS           max_loss     40.0
 548 2026-02-02 07:15 SELL    4657.95    4575.50    82.45    WIN           smart_tp     80.0
 549 2026-02-02 10:00 SELL    4610.00    4646.12   -36.12   LOSS           max_loss     60.0
 550 2026-02-02 12:45  BUY    4705.33    4748.51    43.18    WIN           smart_tp     40.0
 551 2026-02-02 19:45 SELL    4674.17    4638.99    35.18    WIN        trailing_sl     50.0
 552 2026-02-03 02:30  BUY    4821.92    4779.77   -42.15   LOSS           max_loss     40.0
 553 2026-02-03 06:15  BUY    4805.87    4817.58    11.71    WIN     breakeven_exit     60.0
 554 2026-02-03 10:30  BUY    4935.74    4912.19   -47.10   LOSS           max_loss     60.0
 555 2026-02-03 13:15  BUY    4901.16    4906.38     5.22    WIN        trailing_sl     40.0
 556 2026-02-03 18:00  BUY    4943.97    4972.91    57.88    WIN           smart_tp     60.0
 557 2026-02-03 20:45  BUY    4908.13    4927.24    19.11    WIN        trailing_sl     50.0
 558 2026-02-04 02:30  BUY    4986.39    5012.34    25.95    WIN        trailing_sl     40.0
 559 2026-02-04 05:30  BUY    5062.86    5066.85     3.99    WIN        trailing_sl     40.0
 560 2026-02-04 08:45  BUY    5076.61    5086.21     9.60    WIN     breakeven_exit     50.0
 561 2026-02-04 18:30 SELL    4896.77    4921.23   -48.92   LOSS           max_loss     40.0
 562 2026-02-04 23:30  BUY    4961.68    5009.35    47.67    WIN           smart_tp     80.0
 563 2026-02-05 06:00 SELL    4874.78    4866.49     8.29    WIN        trailing_sl     70.0
 564 2026-02-05 09:45  BUY    4914.56    4937.72    23.16    WIN        trailing_sl     60.0
 565 2026-02-05 12:45 SELL    4876.92    4874.90     2.02    WIN        trailing_sl     40.0
 566 2026-02-05 19:45  BUY    4869.33    4858.06   -22.54   LOSS          early_cut     80.0
