================================================================================
#16 SMC + RTM Quasimodo — Backtest Log
================================================================================
Period: 2025-08-01 to 2026-02-07
QM params: lookback=60, max_age=30, tolerance=0.4%, RR=1:2

QM patterns: 347 | QM+SMC: 20 | QM-only: 41 | Standard: 632
Trades: 693 | WR: 71.3% | Net: $961.18
PF: 1.26 | DD: 6.7% | Sharpe: 1.28
vs Baseline: $-488.68

--- TRADE LOG ---
   #       Entry Time  Dir      Entry       Exit   P/L($) Result        Exit Reason     Source
--------------------------------------------------------------------------------------------------------------
 284 2025-10-21 18:15 SELL    4124.53    4120.20     4.33    WIN        trailing_sl        SMC
 285 2025-10-21 23:00 SELL    4120.53    4118.53     2.00    WIN     breakeven_exit        SMC
 286 2025-10-22 04:45 SELL    4086.87    4115.15   -28.28   LOSS           max_loss        SMC
 287 2025-10-22 07:30 SELL    4127.95    4159.18   -31.23   LOSS          early_cut    QM-only
 288 2025-10-22 12:00 SELL    4075.39    4065.73     9.66    WIN        trailing_sl        SMC
 289 2025-10-22 15:45 SELL    4033.43    4064.08   -61.30   LOSS           max_loss        SMC
 290 2025-10-22 18:30 SELL    4034.31    4032.31     4.00    WIN     breakeven_exit        SMC
 291 2025-10-22 23:15  BUY    4091.80    4098.80     7.00    WIN        trailing_sl        SMC
 292 2025-10-23 04:00  BUY    4077.42    4083.98     6.56    WIN     breakeven_exit        SMC
 293 2025-10-23 07:45  BUY    4089.47    4124.73    35.26    WIN        take_profit        SMC
 294 2025-10-23 11:30  BUY    4111.03    4113.12     4.18    WIN        trailing_sl        SMC
 295 2025-10-23 15:00  BUY    4104.64    4127.21    45.14    WIN           smart_tp        SMC
 296 2025-10-23 18:15  BUY    4144.74    4128.26   -16.48   LOSS          early_cut        SMC
 297 2025-10-23 23:00 SELL    4113.05    4111.05     2.00    WIN     breakeven_exit        SMC
 298 2025-10-24 03:00 SELL    4128.26    4114.70    13.56    WIN        trailing_sl        SMC
 299 2025-10-24 08:00  BUY    4114.83    4083.35   -31.48   LOSS          early_cut    QM-only
 300 2025-10-24 11:30 SELL    4056.23    4071.32   -30.18   LOSS           max_loss        SMC
 301 2025-10-24 14:30 SELL    4058.32    4082.95   -24.63   LOSS          early_cut        SMC
 302 2025-10-24 18:00  BUY    4118.77    4123.72     4.95    WIN        trailing_sl        SMC
 303 2025-10-24 23:00 SELL    4100.07    4108.53    -8.46   LOSS      weekend_close        SMC
 304 2025-10-27 02:00 SELL    4069.12    4090.02   -20.90   LOSS          early_cut        SMC
 305 2025-10-27 05:30 SELL    4080.23    4054.32    25.91    WIN        take_profit        SMC
 306 2025-10-27 08:30  BUY    4079.87    4058.27   -21.60   LOSS          early_cut        SMC
 307 2025-10-27 13:00 SELL    4030.28    4023.34    13.88    WIN        trailing_sl        SMC
 308 2025-10-27 16:15 SELL    3998.64    3996.64     4.00    WIN        trailing_sl        SMC
 309 2025-10-28 00:00 SELL    3985.16    4000.56   -15.40   LOSS          early_cut        SMC
 310 2025-10-28 04:00  BUY    4005.08    3983.68   -21.40   LOSS          early_cut        SMC
 311 2025-10-28 07:15 SELL    3975.14    3963.31    11.83    WIN        trailing_sl        SMC
 312 2025-10-28 10:15 SELL    3914.54    3908.37     6.17    WIN        trailing_sl        SMC
 313 2025-10-28 14:45 SELL    3912.58    3938.68   -26.10   LOSS          early_cut        SMC
 314 2025-10-28 18:15  BUY    3963.03    3966.41     3.38    WIN     breakeven_exit        SMC
 315 2025-10-29 00:15 SELL    3946.31    3936.73     9.58    WIN     breakeven_exit        SMC
 316 2025-10-29 03:30  BUY    3967.32    3970.48     3.16    WIN     breakeven_exit        SMC
 317 2025-10-29 06:30  BUY    3958.70    3961.71     3.01    WIN     breakeven_exit    QM-only
 318 2025-10-29 10:15  BUY    4009.78    4013.62     7.68    WIN        trailing_sl        SMC
 319 2025-10-29 14:30  BUY    4025.93    4006.53   -19.40   LOSS          early_cut        SMC
 320 2025-10-29 18:00 SELL    3997.14    3995.14     4.00    WIN     breakeven_exit        SMC
 321 2025-10-30 00:00 SELL    3937.86    3956.29   -18.43   LOSS          early_cut        SMC
 322 2025-10-30 04:30 SELL    3936.77    3925.02    11.75    WIN        trailing_sl        SMC
 323 2025-10-30 07:45  BUY    3963.24    3973.88    10.64    WIN        trailing_sl        SMC
 324 2025-10-30 11:45  BUY    3998.67    3982.22   -32.90   LOSS          early_cut        SMC
 325 2025-10-30 15:00 SELL    3975.23    3972.51     5.44    WIN     breakeven_exit        SMC
 326 2025-10-30 18:00  BUY    3994.99    3999.56     9.14    WIN        trailing_sl        SMC
 327 2025-10-31 00:00  BUY    4021.83    4034.65    12.82    WIN        trailing_sl        SMC
 328 2025-10-31 03:30  BUY    4023.93    4002.91   -21.02   LOSS          early_cut        SMC
 329 2025-10-31 07:15 SELL    4001.87    4023.06   -21.19   LOSS          early_cut        SMC
 330 2025-10-31 11:45 SELL    4008.27    4029.32   -21.05   LOSS          early_cut        SMC
 331 2025-10-31 18:00 SELL    3978.77    3998.47   -19.70   LOSS          early_cut        SMC
 332 2025-11-03 01:15 SELL    3994.53    3981.90    12.63    WIN        trailing_sl        SMC
 333 2025-11-03 04:30 SELL    4001.46    4014.57   -13.11   LOSS     trend_reversal        SMC
 334 2025-11-03 10:00  BUY    4021.56    3997.08   -24.48   LOSS          early_cut        SMC
 335 2025-11-03 14:00 SELL    4007.07    4022.39   -15.32   LOSS          early_cut    QM-only
 336 2025-11-03 19:15 SELL    4006.86    4004.18     2.68    WIN     breakeven_exit    QM-only
 337 2025-11-03 23:00 SELL    4004.72    4002.72     2.00    WIN        trailing_sl        SMC
 338 2025-11-04 03:45 SELL    3987.23    3979.90     7.33    WIN     breakeven_exit        SMC
 339 2025-11-04 06:45 SELL    3985.49    3978.98     6.51    WIN        trailing_sl        SMC
 340 2025-11-04 10:15  BUY    3999.73    3991.57   -16.32   LOSS          early_cut        SMC
 341 2025-11-04 14:15  BUY    3990.09    3951.18   -38.91   LOSS          early_cut    QM-only
 342 2025-11-04 18:45 SELL    3968.85    3962.21     6.64    WIN        trailing_sl        SMC
 343 2025-11-04 23:00 SELL    3934.27    3932.27     2.00    WIN     breakeven_exit        SMC
 344 2025-11-05 07:30  BUY    3969.72    3978.99     9.27    WIN        trailing_sl        SMC
 345 2025-11-05 13:00 SELL    3960.78    3963.16    -4.76   LOSS       peak_protect        SMC
 346 2025-11-05 16:00 SELL    3979.34    3977.34     2.00    WIN        trailing_sl    QM-only
 347 2025-11-05 19:15  BUY    3982.30    3984.71     4.82    WIN     breakeven_exit        SMC
 348 2025-11-06 02:00  BUY    3974.93    3980.34     5.41    WIN        trailing_sl        SMC
 349 2025-11-06 07:30  BUY    3987.74    4008.98    21.24    WIN      market_signal        SMC
 350 2025-11-06 13:30  BUY    4015.77    4005.15   -21.24   LOSS          early_cut        SMC
 351 2025-11-06 17:15 SELL    3986.60    3981.32    10.56    WIN        trailing_sl        SMC
 352 2025-11-06 23:00 SELL    3981.34    3979.34     2.00    WIN     breakeven_exit        SMC
 353 2025-11-07 03:45  BUY    4001.52    3994.88    -6.64   LOSS            timeout        SMC
 354 2025-11-07 10:30  BUY    4005.75    4007.75     4.00    WIN     breakeven_exit        SMC
 355 2025-11-07 14:15  BUY    3998.28    4000.28     2.00    WIN     breakeven_exit        SMC
 356 2025-11-07 18:45  BUY    4007.77    4002.99    -9.56   LOSS      weekend_close        SMC
 357 2025-11-10 01:15  BUY    4008.28    4013.32     5.04    WIN        trailing_sl        SMC
 358 2025-11-10 05:45  BUY    4050.34    4053.07     2.73    WIN     breakeven_exit        SMC
 359 2025-11-10 08:45  BUY    4075.04    4077.04     2.00    WIN     breakeven_exit        SMC
 360 2025-11-10 13:00  BUY    4077.85    4092.14    14.29    WIN        take_profit        SMC
 361 2025-11-10 16:45  BUY    4083.48    4086.15     2.67    WIN     breakeven_exit        SMC
 362 2025-11-10 20:15  BUY    4114.07    4116.33     4.52    WIN        trailing_sl        SMC
 363 2025-11-11 03:45  BUY    4136.14    4142.93     6.79    WIN      market_signal        SMC
 364 2025-11-11 08:30 SELL    4129.15    4143.69   -14.54   LOSS     trend_reversal        SMC
 365 2025-11-11 13:45 SELL    4142.68    4140.68     4.00    WIN     breakeven_exit     QM+SMC
 366 2025-11-11 16:45 SELL    4125.24    4101.46    47.56    WIN           smart_tp        SMC
 367 2025-11-11 19:45 SELL    4114.27    4112.27     4.00    WIN     breakeven_exit        SMC
 368 2025-11-11 23:00  BUY    4130.30    4140.35    10.05    WIN        trailing_sl     QM+SMC
 369 2025-11-12 07:15 SELL    4105.34    4124.64   -19.30   LOSS          early_cut    QM-only
 370 2025-11-12 11:30  BUY    4125.94    4127.94     4.00    WIN     breakeven_exit        SMC
 371 2025-11-12 15:45  BUY    4127.06    4131.85     9.58    WIN     breakeven_exit        SMC
 372 2025-11-12 19:00  BUY    4198.63    4200.63     4.00    WIN     breakeven_exit        SMC
 373 2025-11-12 23:00  BUY    4192.70    4195.68     2.98    WIN     breakeven_exit        SMC
 374 2025-11-13 03:45 SELL    4192.27    4190.27     2.00    WIN     breakeven_exit        SMC
 375 2025-11-13 07:00  BUY    4217.33    4234.31    16.98    WIN        trailing_sl        SMC
 376 2025-11-13 13:45  BUY    4230.55    4232.55     4.00    WIN     breakeven_exit        SMC
 377 2025-11-13 16:45 SELL    4195.28    4209.82   -29.08   LOSS          early_cut        SMC
 378 2025-11-13 20:30 SELL    4155.70    4169.65   -27.90   LOSS          early_cut        SMC
 379 2025-11-14 02:15 SELL    4188.19    4186.19     2.00    WIN        trailing_sl        SMC
 380 2025-11-14 05:30  BUY    4207.07    4189.46   -17.61   LOSS          early_cut        SMC
 381 2025-11-14 09:30 SELL    4173.87    4168.35    11.04    WIN        trailing_sl        SMC
 382 2025-11-14 14:45 SELL    4115.93    4085.94    59.98    WIN           smart_tp        SMC
 383 2025-11-14 17:45 SELL    4093.32    4086.89     6.43    WIN     breakeven_exit        SMC
 384 2025-11-14 20:45 SELL    4097.94    4095.94     2.00    WIN     breakeven_exit        SMC
 385 2025-11-17 01:15 SELL    4103.53    4087.95    15.58    WIN        trailing_sl        SMC
 386 2025-11-17 05:00 SELL    4079.97    4060.27    19.70    WIN        trailing_sl        SMC
 387 2025-11-17 10:30 SELL    4077.64    4086.14   -17.00   LOSS          early_cut        SMC
 388 2025-11-17 14:00 SELL    4078.35    4068.18    20.34    WIN     breakeven_exit        SMC
 389 2025-11-17 18:30 SELL    4068.69    4063.50     5.19    WIN        trailing_sl        SMC
 390 2025-11-17 23:45 SELL    4044.69    4040.22     4.47    WIN        trailing_sl        SMC
 391 2025-11-18 04:30 SELL    4029.80    4015.69    14.11    WIN        trailing_sl        SMC
 392 2025-11-18 08:00 SELL    4012.48    4010.48     2.00    WIN        trailing_sl        SMC
 393 2025-11-18 12:15  BUY    4038.32    4045.38    14.12    WIN        trailing_sl        SMC
 394 2025-11-18 17:00  BUY    4059.46    4061.75     4.58    WIN     breakeven_exit        SMC
 395 2025-11-18 20:15  BUY    4065.65    4076.44    10.79    WIN        trailing_sl        SMC
 396 2025-11-18 23:45  BUY    4066.95    4068.95     2.00    WIN        trailing_sl        SMC
 397 2025-11-19 04:15 SELL    4064.26    4078.99   -14.73   LOSS     trend_reversal        SMC
 398 2025-11-19 09:45  BUY    4086.72    4088.72     2.00    WIN     breakeven_exit        SMC
 399 2025-11-19 13:45  BUY    4112.82    4114.82     4.00    WIN     breakeven_exit        SMC
 400 2025-11-19 17:15  BUY    4116.27    4096.42   -39.70   LOSS           max_loss        SMC
 401 2025-11-19 20:15 SELL    4081.67    4074.72     6.95    WIN        trailing_sl        SMC
 402 2025-11-20 01:45  BUY    4104.44    4081.17   -23.27   LOSS          early_cut        SMC
 403 2025-11-20 06:30 SELL    4076.43    4070.05     6.38    WIN        trailing_sl        SMC
 404 2025-11-20 10:15 SELL    4045.80    4063.34   -35.08   LOSS           max_loss        SMC
 405 2025-11-20 13:15 SELL    4056.45    4072.56   -32.22   LOSS          early_cut        SMC
 406 2025-11-20 16:30  BUY    4088.73    4090.73     2.00    WIN     breakeven_exit        SMC
 407 2025-11-20 19:30 SELL    4052.29    4066.02   -27.46   LOSS           max_loss        SMC
 408 2025-11-20 23:00 SELL    4077.01    4067.36     9.65    WIN        trailing_sl        SMC
 409 2025-11-21 05:45  BUY    4056.02    4058.02     2.00    WIN     breakeven_exit        SMC
 410 2025-11-21 09:00 SELL    4032.28    4042.59   -20.62   LOSS          early_cut        SMC
 411 2025-11-21 13:15 SELL    4039.29    4044.13    -9.68   LOSS       peak_protect        SMC
 412 2025-11-21 16:30  BUY    4063.49    4068.53     5.04    WIN        trailing_sl        SMC
 413 2025-11-21 19:30  BUY    4083.27    4087.34     8.14    WIN     breakeven_exit        SMC
 414 2025-11-24 01:15 SELL    4070.55    4064.98     5.57    WIN     breakeven_exit        SMC
 415 2025-11-24 05:00 SELL    4046.51    4056.66   -10.15   LOSS     trend_reversal        SMC
 416 2025-11-24 11:30  BUY    4070.10    4070.22     0.24    WIN       peak_protect        SMC
 417 2025-11-24 15:15  BUY    4080.37    4089.22    17.70    WIN        trailing_sl        SMC
 418 2025-11-24 20:00  BUY    4090.00    4122.60    32.60    WIN        take_profit        SMC
 419 2025-11-24 23:15  BUY    4132.22    4136.08     3.86    WIN     breakeven_exit        SMC
 420 2025-11-25 03:30  BUY    4136.41    4153.63    17.22    WIN        take_profit        SMC
 421 2025-11-25 08:15  BUY    4140.57    4115.96   -24.61   LOSS          early_cut    QM-only
 422 2025-11-25 13:15  BUY    4132.17    4134.17     2.00    WIN     breakeven_exit    QM-only
 423 2025-11-25 16:45  BUY    4125.24    4127.24     4.00    WIN     breakeven_exit        SMC
 424 2025-11-25 19:45  BUY    4145.92    4134.24   -23.36   LOSS          early_cut        SMC
 425 2025-11-25 23:15  BUY    4130.23    4132.23     2.00    WIN     breakeven_exit    QM-only
 426 2025-11-26 04:15  BUY    4162.34    4164.34     2.00    WIN     breakeven_exit        SMC
 427 2025-11-26 08:30 SELL    4150.75    4166.64   -15.89   LOSS          early_cut        SMC
 428 2025-11-26 12:45 SELL    4159.89    4157.89     2.00    WIN     breakeven_exit        SMC
 429 2025-11-26 17:45 SELL    4165.22    4163.22     2.00    WIN     breakeven_exit        SMC
 430 2025-11-26 20:45 SELL    4164.61    4164.38     0.46    WIN            timeout     QM+SMC
 431 2025-11-27 04:15 SELL    4152.69    4148.46     4.23    WIN     breakeven_exit        SMC
 432 2025-11-27 07:45 SELL    4147.09    4163.34   -16.25   LOSS     trend_reversal        SMC
 433 2025-11-27 13:15 SELL    4158.78    4156.78     2.00    WIN     breakeven_exit        SMC
 434 2025-11-27 17:30 SELL    4159.63    4157.20     4.86    WIN     breakeven_exit        SMC
 435 2025-11-28 02:00  BUY    4167.60    4183.24    15.64    WIN        trailing_sl        SMC
 436 2025-11-28 05:45  BUY    4184.26    4186.26     2.00    WIN     breakeven_exit        SMC
 437 2025-11-28 09:30  BUY    4179.11    4163.49   -31.24   LOSS          early_cut        SMC
 438 2025-11-28 15:30 SELL    4173.99    4196.45   -22.46   LOSS          early_cut        SMC
 439 2025-11-28 18:45  BUY    4206.15    4213.80     7.65    WIN        trailing_sl        SMC
 440 2025-12-01 02:45  BUY    4230.55    4235.36     4.81    WIN        trailing_sl        SMC
 441 2025-12-01 06:00  BUY    4238.58    4242.38     3.80    WIN     breakeven_exit        SMC
 442 2025-12-01 09:45 SELL    4245.25    4255.46   -10.21   LOSS     trend_reversal        SMC
 443 2025-12-01 15:30  BUY    4261.87    4225.04   -36.83   LOSS          early_cut        SMC
 444 2025-12-01 19:00  BUY    4229.89    4235.87     5.98    WIN     breakeven_exit        SMC
 445 2025-12-02 01:45 SELL    4227.26    4201.34    25.92    WIN        take_profit        SMC
 446 2025-12-02 05:45 SELL    4216.61    4208.36     8.25    WIN        trailing_sl        SMC
 447 2025-12-02 11:15 SELL    4194.52    4192.52     4.00    WIN     breakeven_exit        SMC
 448 2025-12-02 16:30  BUY    4217.88    4187.82   -60.12   LOSS          early_cut        SMC
 449 2025-12-02 19:45 SELL    4193.73    4190.17     7.12    WIN     breakeven_exit        SMC
 450 2025-12-02 23:30 SELL    4210.09    4208.09     2.00    WIN     breakeven_exit        SMC
 451 2025-12-03 03:45  BUY    4214.30    4220.76     6.46    WIN        trailing_sl        SMC
 452 2025-12-03 06:45  BUY    4222.16    4207.07   -15.09   LOSS          early_cut        SMC
 453 2025-12-03 10:00 SELL    4206.66    4198.20    16.92    WIN     breakeven_exit        SMC
 454 2025-12-03 14:45  BUY    4213.25    4217.27     8.04    WIN        trailing_sl        SMC
 455 2025-12-03 18:15  BUY    4218.83    4201.64   -17.19   LOSS          early_cut        SMC
 456 2025-12-03 23:00 SELL    4209.79    4206.36     3.43    WIN     breakeven_exit        SMC
 457 2025-12-04 03:30  BUY    4214.56    4192.94   -21.62   LOSS          early_cut        SMC
 458 2025-12-04 07:30 SELL    4183.90    4181.90     2.00    WIN     breakeven_exit        SMC
 459 2025-12-04 11:30 SELL    4196.83    4190.47     6.36    WIN     breakeven_exit    QM-only
 460 2025-12-04 17:45  BUY    4207.36    4212.95    11.18    WIN     breakeven_exit        SMC
 461 2025-12-04 23:00  BUY    4209.20    4201.34    -7.86   LOSS     trend_reversal        SMC
 462 2025-12-05 06:15  BUY    4212.27    4214.27     2.00    WIN        trailing_sl        SMC
 463 2025-12-05 09:45  BUY    4224.31    4226.31     2.00    WIN     breakeven_exit        SMC
 464 2025-12-05 17:30  BUY    4253.66    4203.28   -50.38   LOSS           max_loss        SMC
 465 2025-12-05 20:30 SELL    4211.74    4209.74     4.00    WIN     breakeven_exit        SMC
 466 2025-12-05 23:45 SELL    4196.12    4208.15   -12.03   LOSS            timeout        SMC
 467 2025-12-08 07:30  BUY    4214.55    4209.19    -5.36   LOSS     trend_reversal        SMC
 468 2025-12-08 13:30  BUY    4213.24    4198.17   -15.07   LOSS     trend_reversal        SMC
 469 2025-12-08 19:00 SELL    4187.03    4194.21    -7.18   LOSS     trend_reversal        SMC
 470 2025-12-09 02:00 SELL    4192.59    4190.59     2.00    WIN     breakeven_exit        SMC
 471 2025-12-09 07:30  BUY    4181.82    4191.58     9.76    WIN        take_profit        SMC
 472 2025-12-09 14:00  BUY    4201.67    4203.67     2.00    WIN     breakeven_exit    QM-only
 473 2025-12-09 17:45  BUY    4212.39    4215.35     2.96    WIN     breakeven_exit        SMC
 474 2025-12-09 23:00  BUY    4211.15    4213.15     2.00    WIN        trailing_sl        SMC
 475 2025-12-10 06:00 SELL    4208.08    4206.08     2.00    WIN     breakeven_exit        SMC
 476 2025-12-10 10:00 SELL    4202.33    4200.33     2.00    WIN     breakeven_exit        SMC
 477 2025-12-10 16:00 SELL    4204.85    4199.49    10.72    WIN        trailing_sl        SMC
 478 2025-12-10 19:15 SELL    4200.53    4196.94     7.18    WIN     breakeven_exit        SMC
 479 2025-12-10 23:30 SELL    4227.96    4214.96    13.00    WIN        trailing_sl        SMC
 480 2025-12-11 12:00 SELL    4220.40    4218.14     4.52    WIN     breakeven_exit        SMC
 481 2025-12-11 15:15 SELL    4212.84    4230.79   -17.95   LOSS          early_cut        SMC
 482 2025-12-11 19:00  BUY    4277.35    4280.60     3.25    WIN     breakeven_exit        SMC
 483 2025-12-11 23:00  BUY    4272.87    4279.10     6.23    WIN        trailing_sl        SMC
 484 2025-12-12 04:00  BUY    4275.21    4266.26    -8.95   LOSS     trend_reversal        SMC
 485 2025-12-12 09:15  BUY    4285.66    4303.80    36.28    WIN      market_signal        SMC
 486 2025-12-12 13:00  BUY    4335.79    4337.79     2.00    WIN        trailing_sl        SMC
 487 2025-12-12 18:15 SELL    4289.54    4277.05    24.98    WIN        trailing_sl        SMC
 488 2025-12-15 03:45 SELL    4322.25    4338.61   -16.36   LOSS          early_cut    QM-only
 489 2025-12-15 10:30  BUY    4345.04    4347.04     2.00    WIN     breakeven_exit        SMC
 490 2025-12-15 14:00  BUY    4343.82    4335.88   -15.88   LOSS       peak_protect        SMC
 491 2025-12-15 17:30 SELL    4323.18    4295.83    54.70    WIN           smart_tp        SMC
 492 2025-12-15 20:45 SELL    4312.91    4310.91     2.00    WIN     breakeven_exit        SMC
 493 2025-12-16 01:45 SELL    4303.77    4283.06    20.71    WIN        take_profit        SMC
 494 2025-12-16 07:30 SELL    4279.46    4277.46     2.00    WIN     breakeven_exit        SMC
 495 2025-12-16 15:45  BUY    4312.85    4322.48    19.26    WIN        trailing_sl        SMC
 496 2025-12-16 20:15  BUY    4301.71    4308.08     6.37    WIN     breakeven_exit        SMC
 497 2025-12-17 01:00  BUY    4303.86    4317.96    14.10    WIN        take_profit        SMC
 498 2025-12-17 05:30  BUY    4321.38    4323.38     2.00    WIN     breakeven_exit        SMC
 499 2025-12-17 08:45  BUY    4328.41    4314.88   -13.53   LOSS     trend_reversal        SMC
 500 2025-12-17 15:00 SELL    4323.00    4341.98   -18.98   LOSS          early_cut    QM-only
 501 2025-12-17 18:15  BUY    4326.61    4330.46     3.85    WIN        trailing_sl        SMC
 502 2025-12-17 23:00  BUY    4343.76    4329.72   -14.04   LOSS     trend_reversal        SMC
 503 2025-12-18 05:30 SELL    4332.11    4324.29     7.82    WIN            timeout        SMC
 504 2025-12-18 14:00 SELL    4323.94    4321.94     4.00    WIN     breakeven_exit        SMC
 505 2025-12-18 17:00  BUY    4330.64    4334.49     3.85    WIN        trailing_sl    QM-only
 506 2025-12-18 20:15  BUY    4332.00    4334.00     4.00    WIN     breakeven_exit     QM+SMC
 507 2025-12-19 02:15  BUY    4330.99    4312.86   -18.13   LOSS          early_cut    QM-only
 508 2025-12-19 05:45 SELL    4317.78    4323.84    -6.06   LOSS     trend_reversal        SMC
 509 2025-12-19 11:00 SELL    4326.55    4330.01    -3.46   LOSS            timeout        SMC
 510 2025-12-19 17:30  BUY    4339.95    4344.74     4.79    WIN     breakeven_exit        SMC
 511 2025-12-22 01:15  BUY    4348.33    4361.63    13.30    WIN        trailing_sl        SMC
 512 2025-12-22 05:45  BUY    4392.40    4394.40     2.00    WIN     breakeven_exit        SMC
 513 2025-12-22 09:00  BUY    4412.79    4414.79     2.00    WIN     breakeven_exit        SMC
 514 2025-12-22 12:15  BUY    4411.28    4423.24    23.92    WIN        take_profit        SMC
 515 2025-12-22 17:30  BUY    4427.58    4429.58     4.00    WIN        trailing_sl        SMC
 516 2025-12-22 23:15  BUY    4447.74    4455.53     7.79    WIN        trailing_sl        SMC
 517 2025-12-23 04:00  BUY    4485.04    4492.52     7.48    WIN        trailing_sl        SMC
 518 2025-12-23 08:15  BUY    4475.75    4478.25     2.50    WIN        trailing_sl        SMC
 519 2025-12-23 11:45  BUY    4480.35    4482.69     4.68    WIN     breakeven_exit        SMC
 520 2025-12-23 15:00  BUY    4494.52    4479.10   -30.84   LOSS          early_cut        SMC
 521 2025-12-23 18:15 SELL    4461.50    4474.12   -25.24   LOSS           max_loss        SMC
 522 2025-12-23 23:00  BUY    4491.13    4493.13     2.00    WIN     breakeven_exit        SMC
 523 2025-12-24 04:00  BUY    4511.36    4476.58   -34.78   LOSS          early_cut        SMC
 524 2025-12-24 07:15 SELL    4492.52    4490.52     2.00    WIN     breakeven_exit    QM-only
 525 2025-12-24 10:30 SELL    4490.03    4485.30     9.46    WIN     breakeven_exit     QM+SMC
 526 2025-12-24 13:30  BUY    4487.92    4492.17     4.25    WIN        trailing_sl    QM-only
 527 2025-12-24 17:15 SELL    4470.04    4455.81    28.46    WIN        trailing_sl        SMC
 528 2025-12-26 01:00  BUY    4488.53    4493.91     5.38    WIN        trailing_sl        SMC
 529 2025-12-26 04:00  BUY    4506.29    4508.51     2.22    WIN     breakeven_exit        SMC
 530 2025-12-26 08:30  BUY    4518.27    4509.99    -8.28   LOSS            timeout        SMC
 531 2025-12-26 16:00  BUY    4525.31    4527.31     4.00    WIN     breakeven_exit        SMC
 532 2025-12-26 19:15  BUY    4518.01    4527.95     9.94    WIN        trailing_sl        SMC
 533 2025-12-29 02:15 SELL    4486.44    4511.95   -25.51   LOSS          early_cut        SMC
 534 2025-12-29 08:00 SELL    4505.70    4484.16    21.54    WIN        take_profit        SMC
 535 2025-12-29 11:30 SELL    4475.51    4473.51     2.00    WIN     breakeven_exit        SMC
 536 2025-12-29 14:30 SELL    4462.14    4454.56    15.16    WIN        trailing_sl        SMC
 537 2025-12-29 18:00 SELL    4333.47    4341.35   -15.76   LOSS          early_cut        SMC
 538 2025-12-29 23:00 SELL    4335.96    4332.47     3.49    WIN     breakeven_exit        SMC
 539 2025-12-30 03:15  BUY    4336.33    4359.93    23.60    WIN        take_profit        SMC
 540 2025-12-30 06:15  BUY    4362.96    4364.96     2.00    WIN     breakeven_exit        SMC
 541 2025-12-30 09:15  BUY    4368.32    4373.78     5.46    WIN     breakeven_exit        SMC
 542 2025-12-30 12:45  BUY    4384.61    4386.61     4.00    WIN     breakeven_exit        SMC
 543 2025-12-30 16:00  BUY    4386.10    4388.10     4.00    WIN     breakeven_exit        SMC
 544 2025-12-30 19:00  BUY    4373.26    4364.48   -17.56   LOSS          early_cut        SMC
 545 2025-12-30 23:15 SELL    4346.53    4340.96     5.57    WIN     breakeven_exit        SMC
 546 2025-12-31 04:15 SELL    4361.44    4351.50     9.94    WIN     breakeven_exit        SMC
 547 2025-12-31 07:30 SELL    4324.41    4288.17    36.24    WIN        trailing_sl        SMC
 548 2025-12-31 10:30 SELL    4317.13    4310.15    13.96    WIN     breakeven_exit        SMC
 549 2025-12-31 13:30  BUY    4312.50    4314.50     4.00    WIN     breakeven_exit        SMC
 550 2025-12-31 17:30  BUY    4330.84    4334.34     7.00    WIN     breakeven_exit        SMC
 551 2025-12-31 20:30  BUY    4321.93    4310.78   -22.30   LOSS          early_cut        SMC
 552 2026-01-02 01:00  BUY    4330.37    4342.34    11.97    WIN        trailing_sl        SMC
 553 2026-01-02 04:15  BUY    4347.63    4365.84    18.21    WIN        trailing_sl        SMC
 554 2026-01-02 07:45  BUY    4380.53    4382.53     2.00    WIN     breakeven_exit        SMC
 555 2026-01-02 12:45  BUY    4396.00    4398.00     2.00    WIN     breakeven_exit        SMC
 556 2026-01-02 17:45 SELL    4335.40    4324.65    21.50    WIN        trailing_sl        SMC
 557 2026-01-05 03:00  BUY    4402.74    4407.44     4.70    WIN     breakeven_exit        SMC
 558 2026-01-05 07:45  BUY    4412.40    4420.90     8.50    WIN        trailing_sl        SMC
 559 2026-01-05 15:15 SELL    4399.36    4411.91   -25.10   LOSS           max_loss        SMC
 560 2026-01-05 18:00  BUY    4446.20    4437.98   -16.44   LOSS          early_cut        SMC
 561 2026-01-06 03:15  BUY    4434.72    4452.42    17.70    WIN        take_profit        SMC
 562 2026-01-06 07:00  BUY    4467.11    4452.01   -15.10   LOSS          early_cut        SMC
 563 2026-01-06 10:15  BUY    4470.68    4446.31   -24.37   LOSS          early_cut        SMC
 564 2026-01-06 14:15 SELL    4464.30    4462.02     2.28    WIN     breakeven_exit    QM-only
 565 2026-01-06 18:00  BUY    4478.69    4485.08    12.78    WIN        trailing_sl        SMC
 566 2026-01-06 23:00  BUY    4491.75    4495.20     3.45    WIN     breakeven_exit        SMC
 567 2026-01-07 04:00 SELL    4472.28    4467.50     4.78    WIN     breakeven_exit        SMC
 568 2026-01-07 09:45 SELL    4461.12    4453.46    15.32    WIN        trailing_sl        SMC
 569 2026-01-07 16:30 SELL    4444.10    4429.55    29.10    WIN     breakeven_exit        SMC
 570 2026-01-07 20:15  BUY    4452.19    4454.19     4.00    WIN     breakeven_exit        SMC
 571 2026-01-07 23:15  BUY    4452.50    4462.44     9.94    WIN     breakeven_exit        SMC
 572 2026-01-08 05:15 SELL    4443.86    4421.43    22.43    WIN        trailing_sl        SMC
