================================================================================
XAUBOT AI — #18 Multi-Confirmation (count>=3)
================================================================================
Period: 2025-08-01 to 2026-02-07

--- FILTER STATS ---
  Blocked (insufficient): 768
  Confirmation distribution:
    2 confirms: 768 signals
    3 confirms: 303 signals
    4 confirms: 114 signals
    5 confirms: 2 signals

--- PERFORMANCE ---
  Total Trades:    419
  Win Rate:        45.3%
  Net PnL:         $189.02
  Profit Factor:   1.48
  Max Drawdown:    0.8%
  Sharpe Ratio:    1.87

--- PERFORMANCE BY CONFIRMATION COUNT ---
  3 confirms: 303 trades,  46.9% WR, $  172.77
  4 confirms: 114 trades,  41.2% WR, $   16.37
  5 confirms:   2 trades,  50.0% WR, $   -0.12

--- DIRECTION ---
  BUY: 232 trades, 51.7% WR, $130.26
  SELL: 187 trades, 37.4% WR, $58.75

--- EXIT REASONS ---
  timeout             :  181 ( 43.2%)
  max_loss            :   87 ( 20.8%)
  take_profit         :   79 ( 18.9%)
  smart_tp            :   19 (  4.5%)
  weekend_close       :   18 (  4.3%)
  market_signal       :   12 (  2.9%)
  trailing_sl         :    9 (  2.1%)
  breakeven_exit      :    8 (  1.9%)
  peak_protect        :    6 (  1.4%)

--- TRADE LOG ---
   #       Entry Time  Dir      Entry       Exit   P/L($) Result        Exit Reason Cfm
----------------------------------------------------------------------------------------------------
 290 2025-12-08 18:00 SELL    4183.40    4188.52    -0.51   LOSS            timeout   3
 291 2025-12-09 01:30 SELL    4194.44    4194.77    -0.03   LOSS            timeout   3
 292 2025-12-09 08:30 SELL    4180.87    4198.64    -1.78   LOSS           max_loss   3
 293 2025-12-09 17:45  BUY    4212.39    4210.67    -0.17   LOSS            timeout   4
 294 2025-12-10 03:15  BUY    4216.58    4206.77    -0.98   LOSS           max_loss   4
 295 2025-12-10 10:30 SELL    4199.75    4202.41    -0.27   LOSS            timeout   3
 296 2025-12-10 20:30 SELL    4193.94    4204.94    -1.10   LOSS           max_loss   3
 297 2025-12-10 23:30 SELL    4227.96    4243.56    -1.56   LOSS           max_loss   3
 298 2025-12-11 12:30 SELL    4215.14    4243.69    -2.85   LOSS            timeout   3
 299 2025-12-12 07:30  BUY    4277.86    4297.94     2.01    WIN        take_profit   3
 300 2025-12-12 15:15  BUY    4335.88    4265.93    -6.99   LOSS           max_loss   3
 301 2025-12-15 04:45  BUY    4326.17    4342.62     1.64    WIN            timeout   3
 302 2025-12-15 14:30  BUY    4345.54    4335.11    -2.09   LOSS           max_loss   3
 303 2025-12-15 17:30 SELL    4323.18    4295.83     5.47    WIN           smart_tp   4
 304 2025-12-15 23:00 SELL    4304.38    4310.52    -0.61   LOSS            timeout   3
 305 2025-12-16 06:30 SELL    4289.44    4278.87     1.06    WIN            timeout   4
 306 2025-12-16 15:00  BUY    4295.72    4319.25     4.71    WIN           smart_tp   4
 307 2025-12-17 01:30  BUY    4307.25    4320.37     1.31    WIN        take_profit   3
 308 2025-12-17 06:00  BUY    4324.43    4310.95    -1.35   LOSS           max_loss   3
 309 2025-12-17 16:00  BUY    4327.13    4335.66     1.71    WIN            timeout   3
 310 2025-12-18 03:30 SELL    4326.61    4336.61    -1.00   LOSS            timeout   3
 311 2025-12-18 10:00 SELL    4328.44    4315.27     2.63    WIN        take_profit   3
 312 2025-12-18 17:30  BUY    4337.49    4372.01     6.90    WIN        take_profit   3
 313 2025-12-19 03:15 SELL    4312.86    4319.59    -0.67   LOSS            timeout   4
 314 2025-12-19 13:15 SELL    4327.10    4333.67    -1.31   LOSS           max_loss   3
 315 2025-12-19 17:30  BUY    4339.95    4346.65     0.67    WIN      weekend_close   4
 316 2025-12-22 01:30  BUY    4347.90    4381.55     3.37    WIN           smart_tp   3
 317 2025-12-22 10:45  BUY    4408.13    4419.15     2.20    WIN            timeout   3
 318 2025-12-22 23:15  BUY    4447.74    4467.88     2.01    WIN           smart_tp   3
 319 2025-12-23 09:15  BUY    4483.90    4488.49     0.92    WIN            timeout   3
 320 2025-12-23 17:45 SELL    4458.21    4490.83    -6.52   LOSS            timeout   4
 321 2025-12-24 01:15  BUY    4491.80    4491.06    -0.07   LOSS            timeout   3
 322 2025-12-24 08:00 SELL    4492.46    4494.18    -0.17   LOSS            timeout   3
 323 2025-12-24 15:15 SELL    4479.79    4449.67     3.01    WIN        take_profit   4
 324 2025-12-26 01:00  BUY    4488.53    4507.16     1.86    WIN            timeout   3
 325 2025-12-26 09:45  BUY    4510.98    4509.56    -0.28   LOSS            timeout   4
 326 2025-12-26 16:30  BUY    4520.76    4547.51     5.35    WIN        take_profit   4
 327 2025-12-26 20:45  BUY    4530.95    4525.22    -1.15   LOSS      weekend_close   3
 328 2025-12-29 02:15 SELL    4486.44    4513.76    -2.73   LOSS            timeout   4
 329 2025-12-29 08:45 SELL    4474.88    4464.20     1.07    WIN            timeout   3
 330 2025-12-29 17:30 SELL    4331.10    4332.15    -0.21   LOSS            timeout   3
 331 2025-12-30 01:00 SELL    4340.28    4356.37    -1.61   LOSS           max_loss   3
 332 2025-12-30 11:30  BUY    4368.12    4369.12     0.10    WIN     breakeven_exit   3
 333 2025-12-30 19:00  BUY    4373.26    4350.00    -4.65   LOSS           max_loss   3
 334 2025-12-31 01:15 SELL    4333.75    4348.41    -1.47   LOSS            timeout   3
 335 2025-12-31 08:00 SELL    4299.19    4327.07    -2.79   LOSS            timeout   3
 336 2025-12-31 15:00  BUY    4311.49    4333.94     2.24    WIN        take_profit   3
 337 2025-12-31 23:00 SELL    4312.94    4331.37    -1.84   LOSS           max_loss   3
 338 2026-01-02 04:45  BUY    4362.82    4386.90     2.41    WIN            timeout   3
 339 2026-01-02 15:45 SELL    4365.88    4322.30     8.72    WIN           smart_tp   4
 340 2026-01-02 20:30 SELL    4312.40    4322.50    -2.02   LOSS      weekend_close   3
 341 2026-01-05 03:00  BUY    4402.74    4401.68    -0.11   LOSS            timeout   3
 342 2026-01-05 10:00  BUY    4424.12    4417.74    -0.64   LOSS            timeout   3
 343 2026-01-05 16:30 SELL    4429.62    4443.72    -1.41   LOSS           max_loss   3
 344 2026-01-06 01:00  BUY    4451.04    4434.89    -1.61   LOSS           max_loss   3
 345 2026-01-06 05:00  BUY    4462.51    4459.26    -0.33   LOSS            timeout   4
 346 2026-01-06 12:30 SELL    4451.01    4475.58    -2.46   LOSS           max_loss   4
 347 2026-01-06 23:00  BUY    4491.75    4477.35    -1.44   LOSS           max_loss   3
 348 2026-01-07 05:30 SELL    4478.02    4444.33     3.37    WIN        take_profit   3
 349 2026-01-07 10:45 SELL    4468.14    4450.40     1.77    WIN        take_profit   3
 350 2026-01-07 16:30 SELL    4444.10    4467.56    -2.35   LOSS           max_loss   3
 351 2026-01-07 23:00  BUY    4453.98    4442.76    -1.12   LOSS           max_loss   3
 352 2026-01-08 07:00 SELL    4427.08    4430.85    -0.38   LOSS            timeout   3
 353 2026-01-08 13:30 SELL    4426.37    4411.62     1.47    WIN        take_profit   3
 354 2026-01-08 17:00  BUY    4448.10    4447.25    -0.09   LOSS            timeout   4
 355 2026-01-09 01:15  BUY    4476.74    4463.14    -1.36   LOSS            timeout   3
 356 2026-01-09 08:00  BUY    4467.10    4480.00     1.29    WIN        take_profit   3
 357 2026-01-09 16:30  BUY    4487.75    4514.29     5.31    WIN           smart_tp   4
 358 2026-01-12 01:00  BUY    4529.97    4564.47     3.45    WIN      market_signal   3
 359 2026-01-12 05:00  BUY    4578.48    4596.88     1.84    WIN            timeout   3
 360 2026-01-12 14:45  BUY    4590.40    4596.31     1.18    WIN       peak_protect   3
 361 2026-01-12 18:45  BUY    4616.84    4593.44    -4.68   LOSS            timeout   4
 362 2026-01-13 02:30 SELL    4586.05    4598.68    -1.26   LOSS            timeout   3
 363 2026-01-13 09:00 SELL    4584.59    4584.76    -0.02   LOSS            timeout   3
 364 2026-01-13 15:30  BUY    4617.70    4604.51    -1.32   LOSS            timeout   4
 365 2026-01-14 07:45  BUY    4619.87    4637.24     1.74    WIN        take_profit   3
 366 2026-01-14 17:00 SELL    4615.43    4641.69    -2.63   LOSS           max_loss   3
 367 2026-01-14 23:30 SELL    4621.20    4588.75     3.24    WIN        take_profit   3
 368 2026-01-15 06:00 SELL    4593.69    4604.00    -1.03   LOSS            timeout   3
 369 2026-01-15 12:30  BUY    4617.79    4597.66    -4.03   LOSS           max_loss   3
 370 2026-01-15 23:00 SELL    4611.98    4596.84     1.51    WIN        take_profit   3
 371 2026-01-16 13:30 SELL    4615.30    4600.98     2.86    WIN        take_profit   3
 372 2026-01-16 17:15 SELL    4565.08    4583.82    -1.87   LOSS            timeout   3
 373 2026-01-19 01:00  BUY    4653.97    4669.37     1.54    WIN            timeout   4
 374 2026-01-19 09:30  BUY    4664.63    4660.59    -0.81   LOSS            timeout   3
 375 2026-01-19 17:45  BUY    4674.13    4665.96    -1.63   LOSS            timeout   3
 376 2026-01-20 05:30  BUY    4676.87    4699.37     2.25    WIN           smart_tp   3
 377 2026-01-20 15:15 SELL    4719.37    4735.19    -3.16   LOSS           max_loss   4
 378 2026-01-20 18:15  BUY    4741.27    4779.84     7.71    WIN        take_profit   3
 379 2026-01-21 09:00  BUY    4837.07    4869.29     6.44    WIN            timeout   3
 380 2026-01-21 17:30 SELL    4837.30    4826.27     2.21    WIN       peak_protect   4
 381 2026-01-21 23:00 SELL    4823.92    4778.83     4.51    WIN        take_profit   4
 382 2026-01-22 04:15 SELL    4787.45    4825.45    -3.80   LOSS            timeout   3
 383 2026-01-22 15:30 SELL    4813.76    4836.27    -4.50   LOSS           max_loss   4
 384 2026-01-22 23:00  BUY    4922.82    4948.26     2.54    WIN        take_profit   3
 385 2026-01-23 05:30  BUY    4949.55    4946.24    -0.33   LOSS            timeout   3
 386 2026-01-23 12:00 SELL    4921.40    4944.47    -4.61   LOSS            timeout   3
 387 2026-01-26 01:00  BUY    5021.26    5038.91     1.76    WIN      market_signal   3
 388 2026-01-26 09:15  BUY    5095.17    5087.26    -1.58   LOSS            timeout   3
 389 2026-01-26 15:45 SELL    5068.58    5096.86    -5.66   LOSS           max_loss   4
 390 2026-01-26 20:00  BUY    5078.43    5055.06    -2.34   LOSS           max_loss   4
 391 2026-01-26 23:45 SELL    5011.81    5062.20    -5.04   LOSS           max_loss   4
 392 2026-01-27 07:45  BUY    5083.12    5076.78    -0.63   LOSS            timeout   4
 393 2026-01-27 17:00 SELL    5057.63    5092.83    -3.52   LOSS           max_loss   3
 394 2026-01-27 23:00  BUY    5176.32    5243.35     6.70    WIN      market_signal   3
 395 2026-01-28 07:30  BUY    5265.06    5290.31     2.52    WIN      market_signal   3
 396 2026-01-28 13:00 SELL    5260.55    5269.28    -1.75   LOSS            timeout   3
 397 2026-01-28 19:45  BUY    5297.84    5390.14    18.46    WIN        take_profit   4
 398 2026-01-29 02:30  BUY    5508.70    5509.70     0.10    WIN     breakeven_exit   3
 399 2026-01-29 06:45  BUY    5557.77    5509.73    -4.80   LOSS            timeout   3
 400 2026-01-29 15:15 SELL    5519.82    5406.49    22.67    WIN        take_profit   3
 401 2026-01-29 23:00  BUY    5398.33    5399.33     0.10    WIN     breakeven_exit   4
 402 2026-01-30 05:15 SELL    5199.39    5198.39     0.10    WIN     breakeven_exit   3
 403 2026-01-30 08:15 SELL    5157.18    5125.81     3.14    WIN        trailing_sl   3
 404 2026-01-30 15:00 SELL    5075.04    5049.25     2.58    WIN        trailing_sl   3
 405 2026-01-30 18:30 SELL    5010.57    4856.98    15.36    WIN        take_profit   3
 406 2026-01-30 23:00 SELL    4839.12    4860.45    -2.13   LOSS      weekend_close   3
 407 2026-02-02 03:15 SELL    4697.10    4676.53     2.06    WIN        trailing_sl   4
 408 2026-02-02 08:45 SELL    4502.80    4712.66   -20.99   LOSS           max_loss   4
 409 2026-02-02 14:30  BUY    4797.30    4656.88   -14.04   LOSS           max_loss   3
 410 2026-02-02 20:00 SELL    4635.99    4718.34    -8.24   LOSS            timeout   3
 411 2026-02-03 05:00  BUY    4768.12    4906.42    13.83    WIN        trailing_sl   3
 412 2026-02-03 18:00  BUY    4943.97    4944.97     0.10    WIN     breakeven_exit   3
 413 2026-02-03 23:00  BUY    4957.74    4985.34     2.76    WIN        trailing_sl   3
 414 2026-02-04 05:45  BUY    5069.85    5069.28    -0.06   LOSS            timeout   3
 415 2026-02-04 13:30 SELL    5032.25    4943.14    17.82    WIN        take_profit   3
 416 2026-02-04 23:30  BUY    4961.68    4992.05     3.04    WIN        trailing_sl   3
 417 2026-02-05 05:30 SELL    4866.93    4909.83    -4.29   LOSS            timeout   3
 418 2026-02-05 12:00 SELL    4874.14    4843.42     3.07    WIN        trailing_sl   4
 419 2026-02-05 19:00  BUY    4875.41    4800.43   -15.00   LOSS           max_loss   4

================================================================================
