================================================================================
XAUBOT AI — #18 Multi-Confirmation (count>=3)
================================================================================
Period: 2025-08-01 to 2026-02-07

--- FILTER STATS ---
  Blocked (insufficient): 1026
  Confirmation distribution:
    2 confirms: 1026 signals
    3 confirms: 403 signals
    4 confirms: 178 signals

--- PERFORMANCE ---
  Total Trades:    581
  Win Rate:        69.0%
  Net PnL:         $800.21
  Profit Factor:   1.22
  Max Drawdown:    6.6%
  Sharpe Ratio:    1.15

--- PERFORMANCE BY CONFIRMATION COUNT ---
  3 confirms: 403 trades,  70.5% WR, $  522.12
  4 confirms: 178 trades,  65.7% WR, $  278.09

--- DIRECTION ---
  BUY: 316 trades, 74.4% WR, $1,004.34
  SELL: 265 trades, 62.6% WR, $-204.13

--- EXIT REASONS ---
  breakeven_exit      :  188 ( 32.4%)
  trailing_sl         :  159 ( 27.4%)
  early_cut           :   93 ( 16.0%)
  trend_reversal      :   38 (  6.5%)
  max_loss            :   25 (  4.3%)
  take_profit         :   18 (  3.1%)
  smart_tp            :   15 (  2.6%)
  timeout             :   14 (  2.4%)
  weekend_close       :   13 (  2.2%)
  market_signal       :   11 (  1.9%)
  peak_protect        :    7 (  1.2%)

--- TRADE LOG ---
   #       Entry Time  Dir      Entry       Exit   P/L($) Result        Exit Reason Cfm
----------------------------------------------------------------------------------------------------
 280 2025-10-31 00:15  BUY    4020.28    4034.65    14.37    WIN        trailing_sl   3
 281 2025-10-31 04:00 SELL    4009.71    4005.91     3.80    WIN     breakeven_exit   4
 282 2025-10-31 11:15 SELL    4002.27    4015.70   -26.86   LOSS          early_cut   3
 283 2025-10-31 14:30  BUY    4029.32    4015.76   -27.12   LOSS          early_cut   4
 284 2025-10-31 18:00 SELL    3978.77    3998.47   -19.70   LOSS          early_cut   3
 285 2025-11-03 01:15 SELL    3994.53    3981.90    12.63    WIN        trailing_sl   3
 286 2025-11-03 05:00  BUY    4007.27    4009.27     2.00    WIN     breakeven_exit   4
 287 2025-11-03 09:00  BUY    4015.01    4017.01     2.00    WIN        trailing_sl   4
 288 2025-11-03 12:15 SELL    3997.61    4015.49   -17.88   LOSS          early_cut   4
 289 2025-11-03 17:30 SELL    4021.13    4011.61     9.52    WIN        trailing_sl   3
 290 2025-11-03 23:30 SELL    4001.07    3991.01    10.06    WIN        trailing_sl   3
 291 2025-11-04 03:45 SELL    3987.23    3979.90     7.33    WIN     breakeven_exit   3
 292 2025-11-04 07:15 SELL    3983.01    3978.98     4.03    WIN        trailing_sl   3
 293 2025-11-04 10:15  BUY    3999.73    3991.57   -16.32   LOSS          early_cut   3
 294 2025-11-04 14:45 SELL    3984.74    3961.02    47.43    WIN        take_profit   4
 295 2025-11-04 18:45 SELL    3968.85    3962.21    13.28    WIN        trailing_sl   3
 296 2025-11-04 23:30 SELL    3930.97    3945.96   -14.99   LOSS     trend_reversal   3
 297 2025-11-05 07:30  BUY    3969.72    3978.99     9.27    WIN        trailing_sl   3
 298 2025-11-05 13:00 SELL    3960.78    3963.16    -4.76   LOSS       peak_protect   3
 299 2025-11-05 16:45 SELL    3973.22    3979.08   -11.72   LOSS       peak_protect   3
 300 2025-11-05 19:45  BUY    3982.01    3984.71     2.70    WIN     breakeven_exit   3
 301 2025-11-06 03:15  BUY    3968.95    3982.11    13.16    WIN        take_profit   3
 302 2025-11-06 08:45  BUY    3991.45    4008.98    17.53    WIN      market_signal   3
 303 2025-11-06 13:45  BUY    4018.10    4009.15   -17.90   LOSS          early_cut   4
 304 2025-11-06 17:00 SELL    3982.52    3980.52     4.00    WIN     breakeven_exit   4
 305 2025-11-06 23:00 SELL    3981.34    3979.34     2.00    WIN     breakeven_exit   3
 306 2025-11-07 03:45  BUY    4001.52    3994.88    -6.64   LOSS            timeout   4
 307 2025-11-07 10:30  BUY    4005.75    4007.75     4.00    WIN     breakeven_exit   3
 308 2025-11-07 15:30  BUY    3993.89    3995.89     4.00    WIN        trailing_sl   3
 309 2025-11-07 18:30  BUY    4020.68    4007.77   -25.82   LOSS           max_loss   4
 310 2025-11-10 01:45  BUY    4011.67    4013.67     2.00    WIN     breakeven_exit   3
 311 2025-11-10 06:30  BUY    4052.35    4069.26    16.91    WIN      market_signal   3
 312 2025-11-10 13:45  BUY    4085.23    4102.90    35.34    WIN      market_signal   3
 313 2025-11-10 20:15  BUY    4114.07    4116.33     4.52    WIN        trailing_sl   3
 314 2025-11-11 04:45  BUY    4137.85    4143.65     5.80    WIN        trailing_sl   3
 315 2025-11-11 08:30 SELL    4129.15    4143.69   -14.54   LOSS     trend_reversal   3
 316 2025-11-11 13:45 SELL    4142.68    4140.68     4.00    WIN     breakeven_exit   3
 317 2025-11-11 16:45 SELL    4125.24    4101.46    47.56    WIN           smart_tp   4
 318 2025-11-11 19:45 SELL    4114.27    4112.27     4.00    WIN     breakeven_exit   3
 319 2025-11-11 23:00  BUY    4130.30    4140.35    10.05    WIN        trailing_sl   3
 320 2025-11-12 08:30  BUY    4116.75    4121.64     4.89    WIN        trailing_sl   3
 321 2025-11-12 14:15  BUY    4136.24    4125.66   -21.16   LOSS          early_cut   3
 322 2025-11-12 17:30  BUY    4178.58    4190.24    23.32    WIN        trailing_sl   4
 323 2025-11-13 02:15 SELL    4192.54    4190.54     2.00    WIN     breakeven_exit   4
 324 2025-11-13 06:15  BUY    4209.50    4214.33     4.83    WIN     breakeven_exit   3
 325 2025-11-13 10:00  BUY    4229.45    4234.31     9.72    WIN        trailing_sl   4
 326 2025-11-13 13:45  BUY    4230.55    4232.55     4.00    WIN     breakeven_exit   3
 327 2025-11-13 16:45 SELL    4195.28    4209.82   -29.08   LOSS          early_cut   4
 328 2025-11-13 20:30 SELL    4155.70    4169.65   -27.90   LOSS          early_cut   3
 329 2025-11-14 03:45  BUY    4189.83    4203.94    14.11    WIN        trailing_sl   3
 330 2025-11-14 09:00 SELL    4171.26    4166.26    10.00    WIN     breakeven_exit   3
 331 2025-11-14 13:15 SELL    4148.58    4135.91    25.34    WIN        trailing_sl   3
 332 2025-11-17 01:15 SELL    4103.53    4087.95    15.58    WIN        trailing_sl   3
 333 2025-11-17 05:00 SELL    4079.97    4060.27    19.70    WIN        trailing_sl   3
 334 2025-11-17 10:30 SELL    4077.64    4086.14   -17.00   LOSS          early_cut   3
 335 2025-11-17 14:00 SELL    4078.35    4068.18    20.34    WIN     breakeven_exit   4
 336 2025-11-17 20:15 SELL    4072.88    4070.88     4.00    WIN        trailing_sl   3
 337 2025-11-17 23:30 SELL    4043.48    4040.22     3.26    WIN        trailing_sl   3
 338 2025-11-18 04:30 SELL    4029.80    4015.69    14.11    WIN        trailing_sl   4
 339 2025-11-18 09:30 SELL    4011.57    4025.03   -26.92   LOSS           max_loss   3
 340 2025-11-18 12:30  BUY    4043.14    4045.38     4.48    WIN     breakeven_exit   4
 341 2025-11-18 17:00  BUY    4059.46    4061.75     4.58    WIN     breakeven_exit   4
 342 2025-11-18 23:15  BUY    4065.70    4068.17     2.47    WIN        trailing_sl   3
 343 2025-11-19 04:15 SELL    4064.26    4078.99   -14.73   LOSS     trend_reversal   4
 344 2025-11-19 11:30  BUY    4098.50    4110.20    23.40    WIN        trailing_sl   3
 345 2025-11-19 17:15  BUY    4116.27    4096.42   -39.70   LOSS           max_loss   3
 346 2025-11-19 20:45 SELL    4086.76    4074.72    24.08    WIN        trailing_sl   3
 347 2025-11-20 01:45  BUY    4104.44    4081.17   -23.27   LOSS          early_cut   4
 348 2025-11-20 06:30 SELL    4076.43    4070.05     6.38    WIN        trailing_sl   3
 349 2025-11-20 10:15 SELL    4045.80    4063.34   -35.08   LOSS           max_loss   3
 350 2025-11-20 13:15 SELL    4056.45    4072.56   -32.22   LOSS          early_cut   3
 351 2025-11-20 16:30  BUY    4088.73    4090.73     2.00    WIN     breakeven_exit   4
 352 2025-11-20 19:30 SELL    4052.29    4066.02   -27.46   LOSS           max_loss   4
 353 2025-11-21 08:15 SELL    4031.62    4058.30   -26.68   LOSS          early_cut   4
 354 2025-11-21 13:45 SELL    4036.48    4061.61   -25.13   LOSS          early_cut   3
 355 2025-11-21 17:00  BUY    4072.02    4096.84    24.82    WIN        trailing_sl   3
 356 2025-11-21 23:00 SELL    4058.93    4064.85    -5.92   LOSS      weekend_close   4
 357 2025-11-24 03:15 SELL    4055.26    4053.26     2.00    WIN        trailing_sl   3
 358 2025-11-24 06:15 SELL    4050.88    4046.96     3.92    WIN     breakeven_exit   3
 359 2025-11-24 09:45  BUY    4059.95    4068.92    17.94    WIN        trailing_sl   4
 360 2025-11-24 15:15  BUY    4080.37    4089.22    17.70    WIN        trailing_sl   3
 361 2025-11-24 20:30  BUY    4112.59    4117.33     9.48    WIN     breakeven_exit   3
 362 2025-11-24 23:30  BUY    4139.08    4141.08     2.00    WIN     breakeven_exit   4
 363 2025-11-25 04:30  BUY    4151.84    4140.57   -11.27   LOSS     trend_reversal   4
 364 2025-11-25 10:45 SELL    4115.96    4137.18   -42.44   LOSS          early_cut   4
 365 2025-11-25 15:15  BUY    4141.71    4144.57     2.86    WIN     breakeven_exit   4
 366 2025-11-25 19:30  BUY    4152.48    4142.51   -19.94   LOSS          early_cut   3
 367 2025-11-26 01:15  BUY    4133.32    4138.53     5.21    WIN        trailing_sl   3
 368 2025-11-26 05:15  BUY    4163.97    4157.30    -6.67   LOSS     trend_reversal   3
 369 2025-11-26 10:30 SELL    4157.94    4171.00   -26.12   LOSS          early_cut   4
 370 2025-11-26 16:00 SELL    4147.27    4144.83     2.44    WIN     breakeven_exit   4
 371 2025-11-27 03:15 SELL    4153.41    4148.46     4.95    WIN        trailing_sl   3
 372 2025-11-27 11:15 SELL    4154.75    4152.75     4.00    WIN     breakeven_exit   3
 373 2025-11-27 18:00 SELL    4155.35    4162.44   -14.18   LOSS     trend_reversal   3
 374 2025-11-28 08:30  BUY    4187.94    4163.49   -24.45   LOSS          early_cut   3
 375 2025-11-28 15:45  BUY    4182.37    4196.22    13.85    WIN        trailing_sl   3
 376 2025-11-28 20:15  BUY    4220.16    4222.16     4.00    WIN     breakeven_exit   3
 377 2025-12-01 06:00  BUY    4238.58    4242.38     3.80    WIN     breakeven_exit   3
 378 2025-12-01 10:00  BUY    4250.74    4255.63     9.78    WIN     breakeven_exit   4
 379 2025-12-01 17:15  BUY    4228.07    4234.17    12.20    WIN        trailing_sl   3
 380 2025-12-01 20:45  BUY    4240.14    4232.96   -14.36   LOSS     trend_reversal   3
 381 2025-12-02 03:15 SELL    4213.54    4221.34    -7.80   LOSS            timeout   3
 382 2025-12-02 09:45 SELL    4213.42    4211.42     2.00    WIN        trailing_sl   4
 383 2025-12-02 16:30  BUY    4217.88    4187.82   -60.12   LOSS          early_cut   3
 384 2025-12-02 19:45 SELL    4193.73    4190.17     7.12    WIN     breakeven_exit   3
 385 2025-12-03 03:00  BUY    4215.65    4220.76     5.11    WIN        trailing_sl   3
 386 2025-12-03 07:30 SELL    4207.07    4205.07     2.00    WIN     breakeven_exit   3
 387 2025-12-03 12:00 SELL    4195.20    4208.62   -26.84   LOSS          early_cut   4
 388 2025-12-03 16:45  BUY    4211.83    4224.26    24.86    WIN     breakeven_exit   3
 389 2025-12-03 20:15 SELL    4201.64    4199.64     4.00    WIN     breakeven_exit   3
 390 2025-12-04 02:30  BUY    4213.28    4192.94   -20.34   LOSS          early_cut   4
 391 2025-12-04 07:30 SELL    4183.90    4181.90     2.00    WIN     breakeven_exit   3
 392 2025-12-04 11:45  BUY    4199.72    4199.07    -1.30   LOSS       peak_protect   4
 393 2025-12-04 16:00  BUY    4204.67    4206.67     4.00    WIN     breakeven_exit   3
 394 2025-12-04 19:00  BUY    4211.15    4213.35     4.40    WIN     breakeven_exit   3
 395 2025-12-05 03:00 SELL    4196.88    4209.24   -12.36   LOSS     trend_reversal   4
 396 2025-12-05 08:15  BUY    4227.52    4218.43    -9.09   LOSS     trend_reversal   3
 397 2025-12-05 14:45  BUY    4228.63    4230.63     2.00    WIN        trailing_sl   3
 398 2025-12-05 18:15 SELL    4216.51    4213.69     5.64    WIN     breakeven_exit   4
 399 2025-12-05 23:15 SELL    4197.00    4194.28     2.72    WIN      weekend_close   3
 400 2025-12-08 04:00 SELL    4200.16    4214.55   -14.39   LOSS     trend_reversal   3
 401 2025-12-08 13:30  BUY    4213.24    4202.89   -20.70   LOSS          early_cut   4
 402 2025-12-08 18:00 SELL    4183.40    4188.52    -5.12   LOSS            timeout   3
 403 2025-12-09 01:30 SELL    4194.44    4192.44     2.00    WIN     breakeven_exit   3
 404 2025-12-09 05:45  BUY    4194.36    4174.46   -19.90   LOSS          early_cut   4
 405 2025-12-09 11:00  BUY    4203.27    4205.27     2.00    WIN     breakeven_exit   3
 406 2025-12-09 17:45  BUY    4212.39    4215.35     2.96    WIN     breakeven_exit   4
 407 2025-12-10 03:15  BUY    4216.58    4208.08    -8.50   LOSS     trend_reversal   4
 408 2025-12-10 10:30 SELL    4199.75    4194.73    10.04    WIN     breakeven_exit   3
 409 2025-12-10 20:30 SELL    4193.94    4212.12   -36.36   LOSS           max_loss   3
 410 2025-12-10 23:30 SELL    4227.96    4214.96    13.00    WIN        trailing_sl   3
 411 2025-12-11 12:30 SELL    4215.14    4213.14     4.00    WIN     breakeven_exit   3
 412 2025-12-11 16:30  BUY    4243.69    4230.08   -27.22   LOSS           max_loss   4
 413 2025-12-12 07:30  BUY    4277.86    4279.86     2.00    WIN     breakeven_exit   3
 414 2025-12-12 15:15  BUY    4335.88    4337.88     4.00    WIN        trailing_sl   3
 415 2025-12-12 18:15 SELL    4289.54    4277.05    24.98    WIN        trailing_sl   4
 416 2025-12-15 04:45  BUY    4326.17    4340.29    14.12    WIN        trailing_sl   3
 417 2025-12-15 12:00  BUY    4343.34    4345.34     4.00    WIN     breakeven_exit   3
 418 2025-12-15 17:00 SELL    4322.76    4317.26    11.00    WIN     breakeven_exit   4
 419 2025-12-15 23:00 SELL    4304.38    4314.47   -10.09   LOSS     trend_reversal   3
 420 2025-12-16 06:00 SELL    4287.62    4282.46     5.16    WIN     breakeven_exit   4
 421 2025-12-16 10:45 SELL    4284.57    4282.57     4.00    WIN        trailing_sl   3
 422 2025-12-16 15:00  BUY    4295.72    4301.08    10.72    WIN        trailing_sl   4
 423 2025-12-17 01:30  BUY    4307.25    4314.63     7.38    WIN        trailing_sl   3
 424 2025-12-17 06:00  BUY    4324.43    4335.03    10.60    WIN        trailing_sl   3
 425 2025-12-17 16:00  BUY    4327.13    4335.16    16.06    WIN        trailing_sl   3
 426 2025-12-17 19:45  BUY    4342.23    4332.42   -19.62   LOSS          early_cut   3
 427 2025-12-18 02:45 SELL    4334.48    4327.60     6.88    WIN        trailing_sl   3
 428 2025-12-18 10:00 SELL    4328.44    4326.44     4.00    WIN     breakeven_exit   3
 429 2025-12-18 14:15 SELL    4319.11    4320.86    -3.50   LOSS       peak_protect   4
 430 2025-12-18 18:00  BUY    4362.16    4364.16     4.00    WIN     breakeven_exit   4
 431 2025-12-19 03:15 SELL    4312.86    4319.59    -6.73   LOSS            timeout   4
 432 2025-12-19 13:15 SELL    4327.10    4325.10     4.00    WIN     breakeven_exit   3
 433 2025-12-19 16:45  BUY    4332.02    4338.46    12.88    WIN        trailing_sl   4
 434 2025-12-22 01:30  BUY    4347.90    4361.63    13.73    WIN        trailing_sl   3
 435 2025-12-22 10:45  BUY    4408.13    4410.74     5.22    WIN     breakeven_exit   3
 436 2025-12-22 15:00  BUY    4425.29    4415.94   -18.70   LOSS          early_cut   3
 437 2025-12-22 23:15  BUY    4447.74    4455.53     7.79    WIN        trailing_sl   3
 438 2025-12-23 09:15  BUY    4483.90    4485.90     4.00    WIN        trailing_sl   3
 439 2025-12-23 13:45  BUY    4493.42    4479.10   -28.64   LOSS          early_cut   4
 440 2025-12-23 18:15 SELL    4461.50    4474.12   -25.24   LOSS           max_loss   3
 441 2025-12-23 23:00  BUY    4491.13    4493.13     2.00    WIN     breakeven_exit   3
 442 2025-12-24 04:00  BUY    4511.36    4476.58   -34.78   LOSS          early_cut   3
 443 2025-12-24 07:30 SELL    4495.21    4491.30     3.91    WIN     breakeven_exit   3
 444 2025-12-24 10:30 SELL    4490.03    4485.30     9.46    WIN     breakeven_exit   4
 445 2025-12-24 15:15 SELL    4479.79    4467.69    24.20    WIN        trailing_sl   4
 446 2025-12-26 01:00  BUY    4488.53    4493.91     5.38    WIN        trailing_sl   3
 447 2025-12-26 08:30  BUY    4518.27    4509.99    -8.28   LOSS            timeout   3
 448 2025-12-26 16:00  BUY    4525.31    4527.31     4.00    WIN     breakeven_exit   4
 449 2025-12-26 20:00  BUY    4517.65    4527.95    20.60    WIN        trailing_sl   3
 450 2025-12-29 02:15 SELL    4486.44    4511.95   -25.51   LOSS          early_cut   4
 451 2025-12-29 08:00 SELL    4505.70    4484.16    21.54    WIN        take_profit   3
 452 2025-12-29 14:00 SELL    4452.51    4464.20   -23.38   LOSS          early_cut   3
 453 2025-12-29 17:30 SELL    4331.10    4328.03     6.14    WIN     breakeven_exit   3
 454 2025-12-29 20:45 SELL    4331.19    4342.21   -22.04   LOSS          early_cut   3
 455 2025-12-30 02:00  BUY    4346.60    4357.02    10.42    WIN        trailing_sl   4
 456 2025-12-30 11:30  BUY    4368.12    4370.12     4.00    WIN        trailing_sl   3
 457 2025-12-30 14:30  BUY    4399.63    4379.50   -40.26   LOSS          early_cut   3
 458 2025-12-30 19:00  BUY    4373.26    4364.48   -17.56   LOSS          early_cut   3
 459 2025-12-30 23:15 SELL    4346.53    4340.96     5.57    WIN     breakeven_exit   3
 460 2025-12-31 07:00 SELL    4334.54    4276.64    57.90    WIN        take_profit   3
 461 2025-12-31 10:15 SELL    4326.07    4310.15    31.84    WIN        trailing_sl   3
 462 2025-12-31 13:30  BUY    4312.50    4314.50     4.00    WIN     breakeven_exit   3
 463 2025-12-31 17:30  BUY    4330.84    4334.34     7.00    WIN     breakeven_exit   3
 464 2025-12-31 23:00 SELL    4312.94    4310.94     2.00    WIN     breakeven_exit   3
 465 2026-01-02 03:00  BUY    4346.39    4365.84    19.45    WIN        trailing_sl   3
 466 2026-01-02 07:45  BUY    4380.53    4382.53     2.00    WIN     breakeven_exit   3
 467 2026-01-02 15:45 SELL    4365.88    4359.18    13.40    WIN        trailing_sl   4
 468 2026-01-02 20:00 SELL    4314.55    4322.50   -15.90   LOSS          early_cut   3
 469 2026-01-05 03:00  BUY    4402.74    4407.44     4.70    WIN     breakeven_exit   3
 470 2026-01-05 08:00  BUY    4418.09    4420.90     2.81    WIN     breakeven_exit   3
 471 2026-01-05 15:15 SELL    4399.36    4411.91   -25.10   LOSS           max_loss   3
 472 2026-01-05 18:00  BUY    4446.20    4437.98   -16.44   LOSS          early_cut   4
 473 2026-01-06 03:30 SELL    4438.82    4460.12   -21.30   LOSS          early_cut   3
 474 2026-01-06 07:45  BUY    4452.01    4465.12    13.11    WIN        trailing_sl   3
 475 2026-01-06 11:45 SELL    4446.31    4462.02   -15.71   LOSS          early_cut   4
 476 2026-01-06 16:30  BUY    4479.17    4484.31     5.14    WIN     breakeven_exit   4
 477 2026-01-06 23:00  BUY    4491.75    4495.20     3.45    WIN     breakeven_exit   3
 478 2026-01-07 04:00 SELL    4472.28    4467.50     4.78    WIN     breakeven_exit   3
 479 2026-01-07 09:45 SELL    4461.12    4453.46    15.32    WIN        trailing_sl   3
 480 2026-01-07 16:30 SELL    4444.10    4429.55    29.10    WIN     breakeven_exit   3
 481 2026-01-07 20:15  BUY    4452.19    4454.19     4.00    WIN     breakeven_exit   3
 482 2026-01-07 23:15  BUY    4452.50    4462.44     9.94    WIN     breakeven_exit   3
 483 2026-01-08 05:15 SELL    4443.86    4421.43    22.43    WIN        trailing_sl   3
 484 2026-01-08 13:15 SELL    4426.40    4411.12    30.56    WIN        take_profit   3
 485 2026-01-08 17:00  BUY    4448.10    4450.26     4.32    WIN        trailing_sl   4
 486 2026-01-08 23:00  BUY    4477.73    4461.98   -15.75   LOSS          early_cut   4
 487 2026-01-09 05:15  BUY    4463.14    4471.82     8.68    WIN        trailing_sl   3
 488 2026-01-09 13:30  BUY    4470.55    4472.55     4.00    WIN     breakeven_exit   3
 489 2026-01-09 16:30  BUY    4487.75    4490.94     6.38    WIN        trailing_sl   4
 490 2026-01-12 01:00  BUY    4529.97    4534.59     4.62    WIN        trailing_sl   3
 491 2026-01-12 04:15  BUY    4565.99    4576.01    10.02    WIN        trailing_sl   3
 492 2026-01-12 07:45  BUY    4580.65    4584.63     3.98    WIN     breakeven_exit   3
 493 2026-01-12 14:45  BUY    4590.40    4615.72    50.64    WIN           smart_tp   3
 494 2026-01-12 18:15  BUY    4620.16    4608.20   -23.92   LOSS          early_cut   4
 495 2026-01-12 23:00 SELL    4592.60    4581.86    10.74    WIN        trailing_sl   4
 496 2026-01-13 08:15 SELL    4584.73    4578.72     6.01    WIN     breakeven_exit   3
 497 2026-01-13 15:00  BUY    4602.44    4614.70    24.52    WIN        trailing_sl   3
 498 2026-01-13 20:30 SELL    4600.19    4597.01     6.36    WIN        trailing_sl   3
 499 2026-01-14 07:45  BUY    4619.87    4630.19    10.32    WIN        trailing_sl   3
 500 2026-01-14 17:00 SELL    4615.43    4607.36    16.14    WIN     breakeven_exit   3
 501 2026-01-14 23:30 SELL    4621.20    4611.66     9.54    WIN        trailing_sl   3
 502 2026-01-15 04:00 SELL    4613.70    4594.26    19.44    WIN        trailing_sl   4
 503 2026-01-15 09:45 SELL    4601.62    4609.39   -15.54   LOSS          early_cut   3
 504 2026-01-15 14:00  BUY    4614.92    4604.99   -19.86   LOSS          early_cut   3
 505 2026-01-15 23:00 SELL    4611.98    4609.98     2.00    WIN     breakeven_exit   3
 506 2026-01-16 04:00 SELL    4598.02    4596.02     2.00    WIN     breakeven_exit   3
 507 2026-01-16 13:30 SELL    4615.30    4600.98    28.63    WIN        take_profit   3
 508 2026-01-16 17:15 SELL    4565.08    4558.24     6.84    WIN     breakeven_exit   3
 509 2026-01-19 01:00  BUY    4653.97    4675.06    21.09    WIN        trailing_sl   4
 510 2026-01-19 07:45  BUY    4669.84    4675.05     5.21    WIN     breakeven_exit   3
 511 2026-01-19 11:45  BUY    4668.32    4670.32     4.00    WIN     breakeven_exit   3
 512 2026-01-19 17:45  BUY    4674.13    4676.13     4.00    WIN     breakeven_exit   3
 513 2026-01-20 03:00 SELL    4670.00    4668.00     2.00    WIN     breakeven_exit   3
 514 2026-01-20 06:45  BUY    4695.04    4697.04     2.00    WIN     breakeven_exit   3
 515 2026-01-20 15:15 SELL    4719.37    4737.07   -35.40   LOSS           max_loss   4
 516 2026-01-20 18:15  BUY    4741.27    4750.56    18.58    WIN        trailing_sl   3
 517 2026-01-20 23:45  BUY    4761.95    4772.74    10.79    WIN        trailing_sl   3
 518 2026-01-21 09:00  BUY    4837.07    4845.83    17.52    WIN        trailing_sl   3
 519 2026-01-21 15:30  BUY    4877.09    4844.64   -64.90   LOSS           max_loss   3
 520 2026-01-21 18:30 SELL    4834.71    4821.39    26.64    WIN        trailing_sl   3
 521 2026-01-21 23:00 SELL    4823.92    4798.19    25.73    WIN        trailing_sl   4
 522 2026-01-22 04:15 SELL    4787.45    4784.71     2.74    WIN     breakeven_exit   3
 523 2026-01-22 07:45  BUY    4821.07    4823.07     2.00    WIN        trailing_sl   4
 524 2026-01-22 15:30 SELL    4813.76    4829.32   -31.12   LOSS          early_cut   4
 525 2026-01-22 18:45  BUY    4877.95    4898.81    41.72    WIN           smart_tp   3
 526 2026-01-22 23:00  BUY    4922.82    4936.10    13.28    WIN        trailing_sl   3
 527 2026-01-23 05:30  BUY    4949.55    4957.97     8.42    WIN     breakeven_exit   3
 528 2026-01-23 10:30 SELL    4925.00    4916.90    16.20    WIN        trailing_sl   3
 529 2026-01-23 13:30 SELL    4923.35    4934.10   -21.50   LOSS          early_cut   3
 530 2026-01-26 01:00  BUY    5021.26    5036.31    15.05    WIN        trailing_sl   3
 531 2026-01-26 09:15  BUY    5095.17    5083.29   -23.76   LOSS          early_cut   3
 532 2026-01-26 15:15 SELL    5072.09    5070.09     4.00    WIN     breakeven_exit   4
 533 2026-01-26 18:30  BUY    5077.31    5086.28    17.94    WIN        trailing_sl   3
 534 2026-01-26 23:15 SELL    5020.26    5008.05    12.21    WIN        trailing_sl   3
 535 2026-01-27 03:15  BUY    5066.54    5076.11     9.57    WIN        trailing_sl   4
 536 2026-01-27 07:45  BUY    5083.12    5089.90     6.78    WIN     breakeven_exit   4
 537 2026-01-27 12:15  BUY    5088.29    5076.78   -23.02   LOSS          early_cut   3
 538 2026-01-27 17:00 SELL    5057.63    5080.67   -46.08   LOSS           max_loss   3
 539 2026-01-27 20:00  BUY    5081.40    5085.30     3.90    WIN        trailing_sl   4
 540 2026-01-27 23:30  BUY    5185.21    5170.00   -15.21   LOSS          early_cut   3
 541 2026-01-28 03:45  BUY    5204.65    5243.35    38.70    WIN      market_signal   4
 542 2026-01-28 07:30  BUY    5265.06    5269.73     4.67    WIN      market_signal   3
 543 2026-01-28 13:00 SELL    5260.55    5269.51   -17.92   LOSS          early_cut   3
 544 2026-01-28 17:15 SELL    5269.28    5284.33   -30.10   LOSS          early_cut   3
 545 2026-01-28 20:45  BUY    5282.31    5294.49    12.18    WIN     breakeven_exit   3
 546 2026-01-28 23:45  BUY    5408.90    5474.64    65.74    WIN           smart_tp   3
 547 2026-01-29 03:30  BUY    5539.85    5542.15     2.30    WIN     breakeven_exit   3
 548 2026-01-29 06:45  BUY    5557.77    5581.28    23.51    WIN        trailing_sl   3
 549 2026-01-29 10:45 SELL    5509.73    5524.74   -30.02   LOSS          early_cut   4
 550 2026-01-29 15:15 SELL    5519.82    5513.29    13.06    WIN     breakeven_exit   3
 551 2026-01-29 18:45 SELL    5264.31    5296.16   -31.85   LOSS           max_loss   3
 552 2026-01-29 23:00  BUY    5398.33    5407.77     9.44    WIN     breakeven_exit   4
 553 2026-01-30 04:00 SELL    5211.35    5174.43    36.92    WIN     breakeven_exit   4
 554 2026-01-30 08:15 SELL    5157.18    5173.50   -16.32   LOSS          early_cut   3
 555 2026-01-30 11:45 SELL    5013.34    5038.73   -25.39   LOSS           max_loss   3
 556 2026-01-30 15:00 SELL    5075.04    5026.54    48.50    WIN           smart_tp   3
 557 2026-01-30 17:45 SELL    5050.37    5033.23    17.14    WIN        trailing_sl   3
 558 2026-01-30 20:45 SELL    4880.19    4926.28   -46.09   LOSS          early_cut   3
 559 2026-02-02 01:00 SELL    4742.41    4730.63    11.78    WIN     breakeven_exit   3
 560 2026-02-02 04:00 SELL    4731.35    4764.47   -33.12   LOSS           max_loss   4
 561 2026-02-02 07:15 SELL    4657.95    4575.50    82.45    WIN           smart_tp   3
 562 2026-02-02 12:00  BUY    4729.92    4681.87   -48.05   LOSS           max_loss   3
 563 2026-02-02 14:45  BUY    4794.78    4738.90   -55.88   LOSS           max_loss   3
 564 2026-02-02 17:45 SELL    4619.85    4696.48   -76.63   LOSS           max_loss   3
 565 2026-02-02 20:45 SELL    4657.63    4650.23     7.40    WIN        trailing_sl   3
 566 2026-02-03 01:00  BUY    4718.34    4735.13    16.79    WIN        trailing_sl   4
 567 2026-02-03 05:00  BUY    4768.12    4801.84    33.72    WIN        trailing_sl   3
 568 2026-02-03 08:45  BUY    4880.96    4889.96     9.00    WIN        trailing_sl   3
 569 2026-02-03 18:00  BUY    4943.97    4972.91    57.88    WIN           smart_tp   3
 570 2026-02-03 23:00  BUY    4957.74    4932.64   -25.10   LOSS          early_cut   3
 571 2026-02-04 03:45  BUY    5046.30    5056.65    10.35    WIN        trailing_sl   4
 572 2026-02-04 07:00  BUY    5082.79    5059.20   -23.59   LOSS          early_cut   3
 573 2026-02-04 12:15 SELL    5043.17    5059.97   -33.60   LOSS           max_loss   4
